;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;city_Екатеринбург;city_Москва;city_Новосибирск;city_Санкт-Петербург;city_Тюмень;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; SQL; JavaScript; C++; Python; MS SQL; Linux; C/C++; Java; C#;JavaScript;Другие навыки
46;67;Программист-стажер;1.0;2.0;ALEXROVICH.RU;2019-11-18T12:44:12+0300;"Ждем талантливых, целеустремленных, активных и стремящихся к получению опыта студентов последних курсов технических ВУЗов! ALEXROVICH – проектная компания, оказывающая услуги по автоматизации отделов продаж. Мы помогаем увеличить продажи нашим клиентам за счет автоматизации компании на базе 1С:Предприятие 8. Мы предлагаем пройти Вам стажировку в компании ALEXROVICH и по результатам успешного прохождения готовы взять Вас на работу с гибким графиком.   Твои задачи:  работа на настоящих проектах внедрения и автоматизации компаний-клиентов на 1С:Предприятие 8; программирование новых отчетов и печатных форм в информационных базах 1С; интеграция рабочих баз данных с внешними API; разработка уникальных программных продуктов компании.    Наш успешный кандидат:  может уделять минимум 20 часов в неделю работе в офисе (в рабочее время – ПН-ПТ в промежутке с 08-00 до 19-00); обучается на последних курсах технического ВУЗа; способен к самостоятельному обучению на больших объемах информации; желает научиться решать сложные технические задачи; понимает, что теория без практики не работает, и готов получать практический опыт; готов много работать и хочет хорошо зарабатывать.    У нас ты получишь:  максимальное развитие твоих навыков программирования; гибкий график работы (возможность успешно совмещать с учебой); оформление по ТК РФ (после стажировки); дружную команду (всегда направят и помогут); профессиональную подготовку и обучение за счет компании; возможность карьерного роста до позиций Ведущий программист 1С или Руководитель проектов 1С; возможность получения сертификатов 1С подтверждающих квалификацию; офис расположен в 10 минутах от м. Савеловская.    P.S. Напишите пожалуйста в сопроводительном письме «Почему хотите развиваться в программировании и сколько времени можете уделять работе?» С кем работаем? Наши клиенты – сеть ресторанов Теремок, Крошка-Картошка, Мясницкий ряд, РЕМИТ, рекламная группа ADMOS, Модульбанк, Чайхона Павлин-Мавлин, сеть магазинов INCANTO, Сухогрузов, Мясокомбинат Останкино, Цирк дю Солей, Мариинский театр, МГИМО, ВШЭ и др.  ";;Может уделять минимум 20 часов в неделю работе в офисе (в рабочее время – ПН-ПТ в промежутке с 08-00...;Работа на настоящих проектах внедрения и автоматизации компаний-клиентов на 1С:Предприятие 8. Программирование новых отчетов и печатных форм...;"программирование; объектно-ориентированное программирование; ООП";251;0.07407407407407407;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
47;71;Программист;2.0;2.0;СТОУН-XXI;2019-11-19T16:29:28+0300;В связи с развитием корпоративной информационной системы и расширением отдела прикладных разработок мы ищем в IT команду программиста с возможностью приобретения необходимых навыков в процессе работы и последующего включения в состав рабочей группы на сложных проектах. Основные задачи:  Модификация и поддержка модулей программ на VB 6.0 и C#, работающих с MS SQL. Участие в тестировании и запуске новых фич, проектов и приложений. Обработка и анализ баг-репортов.  Необходимые качества:  Хорошие коммуникативные навыки. Здоровый перфекционизм. Внимание к деталям, ответственность, аналитический склад ума, умение справляться с рутиной.  Будет отлично, если вы:  Имеете опыт самостоятельной разработки на VB 6.0, C# или схожих языках. Умеете самостоятельно писать рабочие SQL запросы. Умеете разбираться в чужом коде. Владеете английским языком на уровне чтения технической документации.  Мы предлагаем:  Оформление по ТК, социальные гарантии в полном объеме. Оклад 60 000 рублей после вычета подоходного налога (на руки). Комфортная и доброжелательная атмосфера в команде. Хорошие возможности профессионального роста, сложные задачи. Различные корпоративные активности и спортивные мероприятия. График работы 5/2, гибкое время начала рабочего дня. Офис в 2 минутах пешком от ст.м. «Нагатинская». ;  Оформление по ТК, социальные гарантии в полном объеме. Оклад 60 000 рублей после вычета подоходного налога (на руки). Комфортная и доброжелательная атмосфера в команде. Хорошие возможности профессионального роста, сложные задачи. Различные корпоративные активности и спортивные мероприятия. График работы 5/2, гибкое время начала рабочего дня. Офис в 2 минутах пешком от ст.м. «Нагатинская». ;Хорошие коммуникативные навыки. Здоровый перфекционизм. Внимание к деталям, ответственность, аналитический склад ума, умение справляться с рутиной. Имеете опыт самостоятельной разработки...;Модификация и поддержка модулей программ на VB 6.0 и C#, работающих с MS SQL. Участие в тестировании и запуске...;"MS SQL; Git; SQL; VB 6.0; C#; C++; ASP.NET; PostgreSQL; VBA; Windows Forms";259;0.037037037037037035;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
48;20;Программист микроконтроллеров;2.0;3.0;Радиофид;2019-11-20T12:00:09+0300;"Обязанности:  Разработка программного обеспечения под микроконтроллеры STM32  Требования:   Знание C, опыт программирования на С   Опыт работы с микроконтроллерами STM 32, знание архитектуры   Преимуществом будет опыт работы с GSM/GPRS-модулями   Условия:  Офис недалеко от метро «Озерки» и «Проспект Просвещения» (5 минут на трамвае или 10 минут пешком) Молодой коллектив; Минимум бюрократии; Оформление по ТК РФ (оплачиваемые больничные листы и ежегодный отпуск, «белая» заработная плата), испытательный срок 3 мес. График работы: с понедельника по пятницу, гибкий режим: начало работы в интервале с 9:30 до 11:00, окончание работы с 18-00 до 19-30, соответственно Уровень заработной платы обсуждается с каждым успешным кандидатом индивидуально 50% компенсация обедов в кафе, абонемента в тренажерный зал, ДМС, а также вкусный кофе за счет компании ";"  Офис недалеко от метро «Озерки» и «Проспект Просвещения» (5 минут на трамвае или 10 минут пешком) Молодой коллектив; Минимум бюрократии; Оформление по ТК РФ (оплачиваемые больничные листы и ежегодный отпуск, «белая» заработная плата), испытательный срок 3 мес. График работы: с понедельника по пятницу, гибкий режим: начало работы в интервале с 9:30 до 11:00, окончание работы с 18-00 до 19-30, соответственно Уровень заработной платы обсуждается с каждым успешным кандидатом индивидуально 50% компенсация обедов в кафе, абонемента в тренажерный зал, ДМС, а также вкусный кофе за счет компании ";Знание C, опыт программирования на С. Опыт работы с микроконтроллерами STM 32, знание архитектуры. Преимуществом будет опыт работы с GSM...;Разработка программного обеспечения под микроконтроллеры STM32.;" SQL; JavaScript; C++; Python; MS SQL";260;0.0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
49;0;Программист;2.0;2.0;OmniLine;2019-11-20T15:30:31+0300;О нас: Мы помогаем нашим клиентам становиться лидерами в своих отраслях, повышать качество клиентского сервиса и уровень продаж за счет автоматизации процессов и внедрения лидирующих российских продуктов. Более 10 лет мы занимаемся автоматизацией бизнеса, внедряем контакт-центры, системы IP-телефонии, CRM и Service Desk системы. Автоматизируем продажи, сервис и коммуникации. За плечами несколько сотен проектов для крупных компании по всей России и СНГ. Среди наших клиентов торговые компании, операторы связи, сбытовые компании, сервисные компании, банки, интернет-магазины и другие компании, для которых высокий уровень клиентского сервиса является залогом успеха и лидерства. Мы активно развиваемся и постоянно находимся в поиске опытных профессионалов и начинающих амбициозных специалистов. Работая у нас вы получите возможность полностью реализовать свой потенциал и расти вместе с нами. Наши направления и вендоры: - Контакт-центры и IP-телефония (платформа Oktell) - CRM и Service Desk (платформа BPMOnline) - Чаты и чат-боты (Beesender, Oktell R2, Sherlock) Описание позиции: Программисты в нашей компании это прежде всего команда, нацеленная на решение нестандартных задач. Многие наши клиенты имеют свой штат программистов, но в проектах, которые мы реализуем, часто возникают задачи, которые требуют большей квалификации, навыков, другого мышления и подходов. Именно поэтому программисты важные участники команды внедрения, способные решать такие задачи. Обучение и карьера: Вы начинаете с позиции программиста. Погружаетесь в наши задачи, изучаете продукты, с которыми мы работаем. Далее проходите первую сертификацию на уровень Basic. С этого момента мы полноценно подключаем вас в проекты. Через решение задач и клиентских кейсов вы учитесь и нарабатываете опыт, который позволит вам сертифицироваться на уровень Advanсed и получить позицию ведущего программиста. Стек технологий: С#, SQL (основная работа MS SQL), JavaScript, JSON, XML (желательно WSDL, SOAP), Web-socket, REST API Обязанности: - Разработка нетиповых модулей для интеграции систем. Разработка модулей и конфигурация к программным продуктам   Требования:  хорошие знания C#, JavaScript желательно знание нотации BPMN обязательное знание SQL(начальный уровень) знание сетевых технологий TCP\IP, порты, маршруты и прочее приветствуется работа с Command Line (Windows), PowerShell, Bash SSH, FTP, TFTP, SMB умение работать с сертификатами и ключами шифрованиями личные качества: активность, ответственность, коммуникабельность, ориентация на результат, скрупулезность, умение работать в команде  Условия:  работа в дружном коллективе интересные задачи заработная плата по результатам собеседования и ожидания кандидатов: оклад + премии по результатам работы соц. пакет график пн-пт с 9.00 - 18.00 после трудоустройства проводится обучение ;  работа в дружном коллективе интересные задачи заработная плата по результатам собеседования и ожидания кандидатов: оклад + премии по результатам работы соц. пакет график пн-пт с 9.00 - 18.00 после трудоустройства проводится обучение ;Контакт-центры и IP-телефония (платформа Oktell). Хорошие знания C#, JavaScript. Желательно знание нотации BPMN. Обязательное знание SQL(начальный уровень). ;CRM и Service Desk (платформа BPMOnline). - Чаты и чат-боты (Beesender, Oktell R2, Sherlock). - Разработка нетиповых модулей для интеграции...;"JavaScript; C#; MS SQL; JSON API; SOAP; BPMN";262;0.0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
50;83;Инженер-программист АСУ ТП;2.0;2.0;Технология;2019-11-18T05:17:30+0300;Направление компании ООО Технология - производство дозирующих комплексов и узлов учета в нефтегазовой отрасли. Обязанности:  Выбор программно-аппаратных средств под задачу. Программирование шкафов управления на базе ПЛК Siemens SIMATIC S7. Оформление описаний, руководств к созданным системам. Пусконаладочные работы на объекте заказчика.  Требования:  Опыт программирования Siemens SIMATIC S7-1200, 300, 400. Умение программировать контроллеры других производителей приветствуются. Опыт настройки коммуникаций через стандартные интерфейсы. Опыт программирования и настройки OPC-серверов, SCADA систем. Опыт работы с базами данных. Опыт интеграции новых систем в существующие системы АИСТПС заказчика.  Условия:  Уровень заработной платы обсуждается по итогам собеседования. Социальный пакет, компенсация за фитнес. График работы 5/2 с 08.30 до 17.30. Современный и комфортный офис рядом со станцией метро Площадь Ленина. Готовность к командировкам. ;  Уровень заработной платы обсуждается по итогам собеседования. Социальный пакет, компенсация за фитнес. График работы 5/2 с 08.30 до 17.30. Современный и комфортный офис рядом со станцией метро Площадь Ленина. Готовность к командировкам. ;Опыт программирования Siemens SIMATIC S7-1200, 300, 400. Умение программировать контроллеры других производителей приветствуются. Опыт настройки коммуникаций через стандартные...;Выбор программно-аппаратных средств под задачу. Программирование шкафов управления на базе ПЛК Siemens SIMATIC S7. Оформление описаний, руководств к...;" SQL; JavaScript; C++; Python; MS SQL";264;0.07407407407407407;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
51;60;Инженер-программист АСУ ТП;2.0;2.0;КосмоКурс;2019-11-20T10:35:07+0300;Обязанности:  Проектирование архитектуры модульного ПО (согласно функциональным требованиям). Разработка и тестирование прикладного испытательных стендов. Проектирование базы данных для хранения информации о работе оборудования. Обеспечение надёжности и безопасности разрабатываемого ПО (с обоснованием). Проектирование эргономичных пользовательских интерфейсов (SCADA-системы). Разработка и тестирование прикладного ПО АСУ ТП. Разработка комплектов документации к ПО в соответствии с ЕСПД. Внедрение и сопровождение прикладного ПО АСУ ТП.  Требования:  Высшее образование – в области систем управления или информационных технологий. Знание и понимание различных архитектур ПО. Умение интервьюировать пользователей. Практические навыки написания ПО на языках высокого уровня. Понимание принципов надёжности и безопасности ПО и разницы между ними. Практические навыки разработки и тестирования ПО для АСУ ТП (предпочтительно в средах LabView, CoDeSys, Step7 и подобных). Знание и понимание особенностей различных типов баз данных (иерархические, реляционные, сетевые и прочие). Понятие о хранении больших объёмов данных. Знание аппаратной части систем хранения данных. Умение настройки и администрирования систем хранения данных. Понимание эргономики интерфейсов (HMI) для промышленного применения. Знакомство с принципами разработки документации к ПО в соответствии с ГОСТ (ЕСПД). Желателен опыт разработки и внедрения ПО АСУ ТП, разработки ответственного ПО, разработки различных архитектур ПО, работы с будущими пользователями ПО, работы на испытательных стендах, работы с объёмными базами данных (от 1 млн. записей), администрирования баз данных, работы со SCADA-системами как со стороны пользователя, так и со стороны разработчика, UI/UX-тестирования, внедрения и сопровождения ПО АСУ ТП.  Условия:  Оформление по ТК РФ‚ пятидневная рабочая неделя. Работа в Москве на территории работодателя‚ в пяти минутах ходьбы от метро Багратионовская. Бесплатные обеды в буфете работодателя (своя кухня). Предлагаемая категория и сопутствующая заработная плата определяются по результатам собеседования. ;  Оформление по ТК РФ‚ пятидневная рабочая неделя. Работа в Москве на территории работодателя‚ в пяти минутах ходьбы от метро Багратионовская. Бесплатные обеды в буфете работодателя (своя кухня). Предлагаемая категория и сопутствующая заработная плата определяются по результатам собеседования. ;записей), администрирования баз данных, работы со SCADA-системами как со стороны пользователя, так и со стороны <highlighttext>разработчика</highlighttext>, UI/UX-тестирования...;Проектирование архитектуры модульного ПО (согласно функциональным требованиям). Разработка и тестирование прикладного испытательных стендов. Проектирование базы данных для хранения информации о...;" SQL; JavaScript; C++; Python; MS SQL";265;0.0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
52;14;Программист-разработчик;2.0;2.0;Опытно-конструкторское бюро УЗГА;2019-11-20T11:41:52+0300;"Обязанности:  Изучение существующего ПНК (пилотажно-навигационного комплекса), симуляторы полёта FlightGear, X-Plane Написание дополнений к симуляторам, управляющих бортом С++ Написание различных симуляторов и имитаторов протоколов Написание приложений C++, QT, QML, 3D Работа в команде Моделировщик (математик), Программист встраиваемых систем  Требования:  Опыт программирования на C/C++ Опыт работы с стеками TCP/IP, RS Опыт реализации протоколов информационного обмена по спецификации Опыт разработки систем автоматического управления (ПИД регуляторы, решение уравнений) Опыт программирование под микроконтроллеры и/или QNX, RTOS (желательно)  Условия:  Заработная плата: официальная, обсуждается индивидуально с кандидатом (в зависимости от квалификации, опыта работы) Трудовые отношения в полном соответствии с ТК РФ; Время работы: с 9 до 18 Обучение за счёт предприятия Место работы: г. Екатеринбург, ул. 8 марта ";"  Заработная плата: официальная, обсуждается индивидуально с кандидатом (в зависимости от квалификации, опыта работы) Трудовые отношения в полном соответствии с ТК РФ; Время работы: с 9 до 18 Обучение за счёт предприятия Место работы: г. Екатеринбург, ул. 8 марта ";Опыт программирования на C/C++. Опыт работы с стеками TCP/IP, RS. Опыт реализации протоколов информационного обмена по спецификации. ;Написание различных симуляторов и имитаторов протоколов. Написание приложений C++, QT, QML, 3D. Работа в команде Моделировщик (математик), <highlighttext>Программист</highlighttext> встраиваемых...;"C/C++; Разработка ПО; Qt; 3D; QML";272;0.0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
53;40;Программист микроконтроллеров;2.0;3.0;НПК Морсвязьавтоматика;2019-11-20T10:33:58+0300;Обязанности:  Разработка программного обеспечения для устройств работающих на базе микроконтроллеров.  Требования:  Высшее техническое образование Знание C, С++, ООП Опыт работы с микроконтроллерами семейств ARM, STM32 желателен! Знание теории и принципов работы микроконтроллеров и их периферии (системы прерываний, DMA, PWM, GPIO, PLL, таймеров) Знание принципов и особенностей работы последовательных протоколов SPI, I2S, I2C, UART Приветствуется опыт разработки ПО для микроконтроллеров Желательно:  Знание принципов оптимизации кода при компиляции Знание цифровой схемотехники Знание C#, C++ для Win32.   Условия:  График 5/2 с 10.00 до 18.00 Трудоустройство согласно ТК РФ. Для соискателей из регионов помощь в аренде жилья, подписание контракта. ;  График 5/2 с 10.00 до 18.00 Трудоустройство согласно ТК РФ. Для соискателей из регионов помощь в аренде жилья, подписание контракта. ;Высшее техническое образование. Знание C, С++, ООП. Опыт работы с микроконтроллерами семейств ARM, STM32 желателен! Знание теории и принципов...;Разработка программного обеспечения для устройств работающих на базе микроконтроллеров.;" SQL; JavaScript; C++; Python; MS SQL";281;0.0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
54;83;Программист;2.0;2.0;Элсиэл;2019-11-19T16:36:35+0300;Профиль: Промышленная электроника, силовая преобразовательная техника, приборостроение, электроприводы   Обязанности:  Разработка прикладного программного обеспечения по заданным алгоритмам для встроенных систем  Требования:  Высшее образование Приветствуются знания среды разработки и структуры современных микроконтроллеров (ARM, ПЛИС) и сигнальных процессоров (DPS) Приветствуются навыки работы с памятью, GPIO, ЦАП/АЦП, LCD, UART, SPI, I2C, Опыт программирования на языке С/С++ Опыт использования системы контроля версий (GIT) Знание принципов объектно-ориентированного программирования Приветствуются знание Linux, GCC, QT  Условия:  Полный рабочий цель (ПН-ПТ: 9:00-13:00, 14:00-18:00) или (ПН-ПТ: 8:00-13:00, 14:00-17:00) Оформление в соответствии с ТК РФ Оклад + Премии ;  Полный рабочий цель (ПН-ПТ: 9:00-13:00, 14:00-18:00) или (ПН-ПТ: 8:00-13:00, 14:00-17:00) Оформление в соответствии с ТК РФ Оклад + Премии ;Высшее образование. Приветствуются знания среды разработки и структуры современных микроконтроллеров (ARM, ПЛИС) и сигнальных процессоров (DPS). Приветствуются навыки работы с...;Разработка прикладного программного обеспечения по заданным алгоритмам для встроенных систем.;" SQL; JavaScript; C++; Python; MS SQL";287;0.037037037037037035;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
55;5;Разработчик-программист систем управления;3.0;2.0;Опытно-конструкторское бюро УЗГА;2019-11-20T11:39:53+0300;"Обязанности:  Изучение существующего ПНК (пилотажно-навигационного комплекса), исходного кода С/С++ Доработка и развитие программ управления Реализация математических моделей Программирование под встраиваемые системы (Микроконтроллеры, DSP, QNX, RTOS) Реализация алгоритмов автопилота  Требования:  Опыт разработки систем автоматического управления (ПИД регуляторы, решение уравнений) Опыт программирования на C/C++ Опыт программирование под микроконтроллеры, DSP и/или QNX, RTOS Умение использовать инструменты Matlab и Simulink (желательно)  Условия:  Заработная плата: официальная, обсуждается индивидуально с кандидатом (в зависимости от квалификации, опыта работы) Трудовые отношения в полном соответствии с ТК РФ; Время работы: с 9 до 18 Обучение за счёт предприятия Место работы: г. Екатеринбург, ул. 8 марта ";"  Заработная плата: официальная, обсуждается индивидуально с кандидатом (в зависимости от квалификации, опыта работы) Трудовые отношения в полном соответствии с ТК РФ; Время работы: с 9 до 18 Обучение за счёт предприятия Место работы: г. Екатеринбург, ул. 8 марта ";Опыт разработки систем автоматического управления (ПИД регуляторы, решение уравнений). Опыт программирования на C/C++. Опыт программирование под микроконтроллеры, DSP и...;Изучение существующего ПНК (пилотажно-навигационного комплекса), исходного кода С/С++. Доработка и развитие программ управления. Реализация математических моделей. ;"C/C++; Математическое программирование; Математическое моделирование; Assembler; Разработка ПО; ARM; DSP";292;0.0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
56;8;Инженер-разработчик (программист микроконтроллеров);3.0;2.0;Парус электро;2019-11-20T10:24:26+0300;"Компания Парус Электро - проектировщик и производитель систем бесперебойного питания. Отечественный лидер в области разработки и производства источников бесперебойного питания. География нашего присутствия - от Калининграда до Владивостока! Мы обеспечиваем вашу стабильность и работаем над вашим будущим!   Ключевые навыки:  Опыт разработки ПО под микроконтроллеры ARM (Cortex-М- семейство); Цифровая системотехника; Опыт разработки, оптимизации и отладки приложений под встраиваемые системы (Embedded Linux); Понимание специфики разработки и отладки многопоточных приложений; Знание основ организации компьютерных сетей и современных сетевых протоколов; Знание языков программирования C++, Java; Работа с UART,USB,SPI и т.д.  Условия:  Работу в стабильной компании с прозрачной системой выплат в сплоченной команде единомышленников; Полное соблюдение ТК РФ (официальная (белая) заработная плата, отпуск 28 дней; Расширенную программу страхования, включающую ДМС и страхование жизни; Развитую корпоративную культуру, открытое общение, регулярную обратную связь; Корпоративные мероприятия, График работы с 9.00. до 18.00., в пятницу сокращённый рабочий день до 17.00.(возможно свободное посещение); Квартальные премии в размере 100% от оклада; ";"  Работу в стабильной компании с прозрачной системой выплат в сплоченной команде единомышленников; Полное соблюдение ТК РФ (официальная (белая) заработная плата, отпуск 28 дней; Расширенную программу страхования, включающую ДМС и страхование жизни; Развитую корпоративную культуру, открытое общение, регулярную обратную связь; Корпоративные мероприятия, График работы с 9.00. до 18.00., в пятницу сокращённый рабочий день до 17.00.(возможно свободное посещение); Квартальные премии в размере 100% от оклада; ";Ключевые навыки: Опыт разработки ПО под микроконтроллеры ARM (Cortex-М- семейство). Цифровая системотехника. Опыт разработки, оптимизации и отладки приложений под...;"Компания &quot;Парус Электро&quot; - проектировщик и производитель систем бесперебойного питания. Отечественный лидер в области разработки и производства источников бесперебойного питания. ";" SQL; JavaScript; C++; Python; MS SQL";298;0.0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
57;63;Программист;3.0;2.0;БТЕ;2019-11-19T11:33:06+0300;"  Мы ищем талантливого, программиста с опытом работы и желанием развиваться! Если это про Тебя, тогда - добро пожаловать в наш дружный коллектив! Работать предстоит над большим внутренним проектом - сервис-деском (сервисное обслуживание различного инженерного оборудования).На проекте используются следующие технологии/сервисы: git, mysql, php5-7, cli, js, telegram, yandex.maps, rabbitmq, redis Мы хотим видеть: Знание стэка php7/mysql/javascriptУмение работать с gitБэкенд:- уверенное знание php 7- знание одного из популярных php фреймворков (symfony, yii, laravel и т.д.)Фронтенд:- умение использовать html/css/javascript- знание jqueryБД:- уверенное знание mysql (индексы, джоины, группировка)- умение составлять и профилировать запросыИметь общее представление об api и как с ним работать Мы предлагаем: - Работу в стабильной, динамично развивающейся компании в дружном молодом коллективе;- Работа в офисе первые 2 месяца, далее удаленно- Офис м. Красносельская (7 минут пешком);";" - Работу в стабильной, динамично развивающейся компании в дружном молодом коллективе;- Работа в офисе первые 2 месяца, далее удаленно- Офис м. Красносельская (7 минут пешком);";Мы хотим видеть: Знание стэка php7/mysql/javascript. Умение работать с git. Бэкенд: - уверенное знание php 7. - ;;"PHP; MySQL; JavaScript; CSS; HTML";300;0.037037037037037035;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
58;78;Разработчик CRM;3.0;3.0;STudia-54;2019-11-20T11:31:18+0300;Studia-54 - это активно развивающаяся студия дизайна интерьеров, архитектурного проектирования и строительства. Мы работаем по всему миру, создавая эксклюзивные проекты в нашей собственной стилистике. Мы ищем талантливого и увлеченного своей работой разработчика. Наша цель - быть лучшими на рынке дизайна и архитектуры, поэтому в команде мы хотим видеть тех, кто поможет нам вместе ее достигнуть. Вы должны гореть своим делом, уметь предлагать идеи и реализовывать их, анализировать свои ошибки, и иметь стремление к постоянному развитию.Обязанности:  Разработка CRM для компании Тестирование CRM Внедрение CRM  Требования:  Владеть необходимыми техническими навыками для создания CRM Стратегическое планирование Рациональное мышление Четкость и исполнительность. Коммуникабельность, умение общаться  Условия:  Дружественный коллектив Бонусы, премии и карьерный рост Интересные проекты и возможность самореализации Возможность карьерного роста Полный рабочий день На территории работодателя     ;  Дружественный коллектив Бонусы, премии и карьерный рост Интересные проекты и возможность самореализации Возможность карьерного роста Полный рабочий день На территории работодателя     ;Владеть необходимыми техническими навыками для создания CRM. Стратегическое планирование. Рациональное мышление. Четкость и исполнительность. Коммуникабельность, умение общаться.;Разработка CRM для компании. Тестирование CRM. Внедрение CRM.;"Adobe Photoshop; Умение работать в команде; Дизайн интерьера; Креативность; Стратегическое мышление";307;0.0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
