;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом; 1С: Бухгалтерия; 1C: Бухгалтерия; 1С: Управление Производственным Предприятием; 1С: Управление Торговлей; 1С: Торговля;1С: Управление Торговлей;1С: Предприятие 8; Обновление конфигурации 1С;1С: Зарплата и управление персоналом; 1С-Битрикс; XML; Обучение и развитие; Консультирование; 1С: Управление персоналом; HTML;Другие навыки
45;96;Инженер - программист 1С;7.0;3.0;Экстего;2019-12-12T12:47:07+0300;"В международную компанию по производству и реализации электроинструмента, бытовой техники и расходных материалов объявляет конкурс на позицию Программист 1С. Обязанности:  Сопровождение программных продуктов УПП/УТ/БУХ/ЗУП; Доработка функционала под текущие бизнес-процессы (закупки, оптовая, розничная и интернет торговля, склад, финансы, бюджетирование); Развитие механизмов интеграции учетных систем компании; Поиск узких мест и оптимизация кода по производительности; Администрирование, поддержка пользователей (до 50 рабочих мест)  Требования:  Высшее техническое или математическое образование желательно; Опыт аналогичной работы от 2-х лет; Знание платформы 8.3. (конфигураций УПП 1.3 и УТ 11.4); Опыт интеграции информационных систем (XML, COM, WEB, HTTP-сервисы); Хорошее знание MS SQL и умение администрировать SQL-сервер приветствуется.  Условия:  Место работы м. Щукинская (10 мин. пешком); Уровень заработной платы обсуждается;    Оформление согласно ТК РФ; График работы 5/2 с 09.00 до 18.00. ";"  Место работы м. Щукинская (10 мин. пешком); Уровень заработной платы обсуждается;    Оформление согласно ТК РФ; График работы 5/2 с 09.00 до 18.00. ";Высшее техническое или математическое образование желательно. Опыт аналогичной работы от 2-х лет. Знание платформы 8.3. (конфигураций УПП 1...;Сопровождение программных продуктов УПП/УТ/БУХ/ЗУП. Доработка функционала под текущие бизнес-процессы (закупки, оптовая, розничная и интернет торговля, склад...;"1С программирование; 1С: Управление Производственным Предприятием; 1С: Управление Торговлей; Управление проектами; 1С: Предприятие 8; Техническая поддержка";196;0.0;1C;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
46;98;Программист 1C;5.0;2.0;«СДК»;2019-12-09T13:23:17+0300;Обязанности:   Доработка конфигурации на платформе 1С 8написание новых отчетов‚ обработок и учетных подсистем   Требования:  навыки программирования  Условия:   График работы 5/2.В шаговой доступности от метро.  ;   График работы 5/2.В шаговой доступности от метро.  ;Навыки программирования.;Доработка конфигурации на платформе 1С 8. Написание новых отчетов‚ обработок и учетных подсистем.;"1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом";198;0.5;1C;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
47;0;Программист 1С;5.0;3.0;РЕГИОН, Группа Компаний;2019-12-11T17:58:16+0300;Обязанности:  участие в разработке и внедрении нетиповой конфигурации по учету операций финансового рынка на базе 1С 8.3 (Паевые инвестиционные фонды, доверительное управление физических и юридических лиц, ЕПС, бухгалтерский и налоговый учет, XBRL) участие в переносе данных из старой системы учета на базе 1С 7.7 постановка задач, разработка, тестирование, сопровождение разработка отчетов интеграция с внешними источниками данных (MS SQL, XML)  Требования:  высшее образование (техническое, экономическое) опыт работы с 1С 8.3 от 3-х лет опыт самостоятельной разработки (сбор требований, проектирование, разработка, внедрение, сопровождение) работа с управляемыми формами знание MS SQL является преимуществом опыт работы в инвестиционной или финансовой компании является преимуществом знание бухгалтерского, налогового учета, ОСБУ, ЕПС является преимуществом  Условия:  работа в офисе, бизнес-центр Дом Парк Культуры рядом с метро режим работы: 5/2, 09:30 - 18:00 ДМС компенсация 10 дней в год по больничному возможность профессионального и карьерного роста корпоративное обучение (внутреннее и внешнее) доброжелательный коллектив перед собеседованием даются тестовые задания ;  работа в офисе, бизнес-центр Дом Парк Культуры рядом с метро режим работы: 5/2, 09:30 - 18:00 ДМС компенсация 10 дней в год по больничному возможность профессионального и карьерного роста корпоративное обучение (внутреннее и внешнее) доброжелательный коллектив перед собеседованием даются тестовые задания ;Высшее образование (техническое, экономическое). Опыт работы с 1С 8.3 от 3-х лет. Опыт самостоятельной разработки (сбор требований...;Участие в разработке и внедрении нетиповой конфигурации по учету операций финансового рынка на базе 1С 8.3 (Паевые инвестиционные...;"XML; Бухгалтерский учет; 1С: Предприятие 8; SQL";200;0.0;1C;1;0;0;1;0;0;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
48;1;Программист-разработчик 1C;6.0;3.0;Кузница Кадров;2019-12-12T10:41:23+0300;"Компания «Интелсофтдирект» приглашает специалистов на должность Программист 1С. Мы являемся официальным партнером 1С и работаем на рынке уже более 10 лет.  Наша специализация - крупные и долгосрочные проекты. Среди наших заказчиков - Автомир, Сколково, Ростех, Мегафон, Мечел и другие.  Вакансия открыта в рамках масштабного проекта корпорации РосТех. Мы предлагаем:   Фиксированный оклад плюс годовые бонусы (обсуждается на собеседовании);   Полностью белое оформление;   Только интересные и сложные проекты, без разъездов;   Карьерный рост до ведущего программиста;   Офис в шаговой доступности от метро;   Сильную школу программирования, одну из лучших в РФ;   Дружный коллектив и адекватное руководство.   Чем нужно будет заниматься:   Участие в разработке и внедрениях сложных (в том числе нетиповых) конфигураций для платформы «1С 8.х»   Мы ждём тех, кто:   Обладает опытом разработки для платформы «1С 8.х» от года;   Любит сложные проекты и готов развиваться вместе с нами.    ";"   Фиксированный оклад плюс годовые бонусы (обсуждается на собеседовании);   Полностью белое оформление;   Только интересные и сложные проекты, без разъездов;   Карьерный рост до ведущего программиста;   Офис в шаговой доступности от метро;   Сильную школу программирования, одну из лучших в РФ;   Дружный коллектив и адекватное руководство.   Чем нужно будет заниматься:   Участие в разработке и внедрениях сложных (в том числе нетиповых) конфигураций для платформы «1С 8.х»   Мы ждём тех, кто:   Обладает опытом разработки для платформы «1С 8.х» от года;   Любит сложные проекты и готов развиваться вместе с нами.    ";Обладает опытом разработки для платформы «1С 8.х» от года. Любит сложные проекты и готов развиваться вместе с нами.;Участие в разработке и внедрениях сложных (в том числе нетиповых) конфигураций для платформы «1С 8.х».;"1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом";201;0.0;1C;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;2;Разработчик 1С;7.0;4.0;Бонолит - Строительные решения;2019-12-12T09:57:40+0300;"Обязанности: Ведение разработки на платформе 1С 8.3 (1C ERP, УТ): разработка и внедрение новых механизмов; Поддержка обмена между узлами РИБ и центральным узлом 1С ERP; Разработка механизмов обмена между сайтом и УТ (участие в новом проекте); Обновление доработанных конфигураций на новые релизы 1С; Ведение технической документации. Требования: Отличное знание механизмов платформы, в том числе РИБ, web-сервисы, XDTO, СКД; Опыт разработки механизмов обмена в форматах xml, json; Опыт работы с 1С Конвертация данных; Знание механизмов администрирования 1С и MS SQL; Приветствуется знание подсистем БНУ и ЗУП в 1С ERP. Условия: Все социальные гарантии, предусмотренные ТК, белая заработная плата. Уровень заработной платы обсуждается с успешным кандидатом. Работа в крупной группе компаний, перспективы развития. Место работы: Московская область, Ногинский район, г. Старая Купавна (35 км. от МКАД)."; Все социальные гарантии, предусмотренные ТК, белая заработная плата. Уровень заработной платы обсуждается с успешным кандидатом. Работа в крупной группе компаний, перспективы развития. Место работы: Московская область, Ногинский район, г. Старая Купавна (35 км. от МКАД).;Отличное знание механизмов платформы, в том числе РИБ, web-сервисы, XDTO, СКД. Опыт разработки механизмов обмена в форматах xml, json. ;Ведение разработки на платформе 1С 8.3 (1C ERP, УТ): разработка и внедрение новых механизмов. Поддержка обмена между...;"1С: Управление Торговлей; 1С программирование; XML; 1С: Торговля; MS SQL";202;0.0;1C;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
50;9;Программист 1C;5.0;3.0;АЛИСА;2019-12-10T10:09:15+0300;"Обязанности: - Автоматизация оперативного учета торговой компании (Продажи, Маркетинг, Логистика); - Программирование и разработка в среде 1С Предприятие 8.2/8.3, знание механизмов интеграции 1С (XML, COM, ADO, Http и т.д); - Обслуживание и доработка (обновление) модулей электронного документооборота Контур-EDI, взаимодействие со специалистом по ЭДО. Требования: - Умение разбираться в чужом коде, проводить рефакторинг и оптимизацию кода; - Хорошее понимание механизмов управляемого приложения и разработки управляемых форм. А также работа с обычными формами; - Знание типовых конфигураций: Управление торговлей 10.3, Бухгалтерия предприятия 3.0, Зарплата и управление персоналом 2.5. Знание конфигураций складского учета и логистики является преимуществом. Условия: - График работы с 09-00 до 18-00; - Полностью белая заработная плата; - Оформление по ТК РФ; - Скидки на продукцию 25 %; - При наличии опыта и квалификации, готовы предложить позицию Ведущего программиста 1С.";" - График работы с 09-00 до 18-00; - Полностью белая заработная плата; - Оформление по ТК РФ; - Скидки на продукцию 25 %; - При наличии опыта и квалификации, готовы предложить позицию Ведущего программиста 1С.";Знание конфигураций складского учета и логистики является преимуществом. - При наличии опыта и квалификации, готовы предложить позицию Ведущего <highlighttext>программиста</highlighttext> 1С.;Автоматизация оперативного учета торговой компании (Продажи, Маркетинг, Логистика). - Программирование и разработка в среде 1С Предприятие 8.2/8.3...;"1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом";209;0.3333333333333333;1C;1;0;0;0;1;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51;10;Программист 1С;5.0;4.0;РусВент МСК;2019-12-10T13:45:40+0300;"Обязанности:  сопровождение, доработка конфигурации: 1С 8 «Управление торговлей» (10); разработка отчетов(в т.ч. на СКД); консультирование сотрудников по вопросам работы 1С.  Требования:  опыт разработки на платформе «1С: Предприятие 8.2/8.3» от 1 года; опыт работы с СКД, разработки отчетов и обработок; опыт поддержки и доработки обменов данными (XML, JSON) между стеком продуктов 1С, а также сайтом; опыт работы со http-сервисами; опыт работы с торговым оборудованием; умение и готовность разбираться в чужом коде; навыки самостоятельной формализации поставленной задачи; системное мышление, активность, ответственность, желание развиваться.  Условия:  работа в, динамично развивающейся торговой оптово-розничной компании; график работы 5/2 (с 9:30 до 18); место работы – м. Тушинская (от метро выделенная полоса, 5-10 мин. общественным транспортом), м. Волоколамская (15 мин. пешком) или м. Мякинино (20 мин. пешком); оформление по ТК РФ; окончательная заработная плата-оклад, по результатам собеседования; оплата 2 раза в месяц. ";"  работа в, динамично развивающейся торговой оптово-розничной компании; график работы 5/2 (с 9:30 до 18); место работы – м. Тушинская (от метро выделенная полоса, 5-10 мин. общественным транспортом), м. Волоколамская (15 мин. пешком) или м. Мякинино (20 мин. пешком); оформление по ТК РФ; окончательная заработная плата-оклад, по результатам собеседования; оплата 2 раза в месяц. ";Опыт разработки на платформе «1С: Предприятие 8.2/8.3» от 1 года. Опыт работы с СКД, разработки отчетов...;Сопровождение, доработка конфигурации: 1С 8 «Управление торговлей» (10). Разработка отчетов(в т.ч. на СКД). Консультирование сотрудников по вопросам...;"1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом";210;0.3333333333333333;1C;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52;13;Программист 1С;5.0;3.0;Гермикон;2019-12-09T17:18:15+0300;Внедрение в компании 1С Комплексная автоматизация. Перенос данных из одной базы в другую. Ввод остатков. Написание отчетов и обработок, настройка системы, обучение пользователейНастройка и автоматизация всех блоков программы.Сопровождение программы.Настройка обмена между удалёнными подразделениями.   График работы и условия обсуждаются на интервью.;;;Внедрение в компании 1С Комплексная автоматизация. Перенос данных из одной базы в другую. Ввод остатков. Написание отчетов и обработок...;"1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом";213;0.3333333333333333;1C;1;0;0;1;0;0;1;0;0;0;0;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53;15;Программист 1С;6.0;3.0;ГК Горчаков;2019-12-11T11:27:19+0300;"Обязанности: - Изменение функционала под требования бизнес процессов компании (фин.блока, логистики, склада и продаж). - Анализ существующего кода, выявление, устранение ошибок; - Формализация требований пользователей, обработка заявок в системе Service Desk, техническая поддержка. - Написание правил обмена Конвертация 2.1 Требования: - Знание двух и более типовых конфигураций 1С 8.3 ОБЯЗАТЕЛЬНО: УТ 11.4, БП 3.0, ЗУП 3.1; Желательно: БитФинанс- Знание языка запросов, СКД, управляемых форм;- Умение разбираться в «чужом коде».- Многозадачность. Условия:  Испытательный срок 3 месяца Оформление согласно ТК (оплата 28 дней отпуска, больничных листов и другие социальные гарантии); Офис находится м. Площадь Ильича (в шаговой доступности от метро); ";"  Испытательный срок 3 месяца Оформление согласно ТК (оплата 28 дней отпуска, больничных листов и другие социальные гарантии); Офис находится м. Площадь Ильича (в шаговой доступности от метро); ";Знание двух и более типовых конфигураций 1С 8.3 ОБЯЗАТЕЛЬНО: УТ 11.4, БП 3.0, ЗУП 3.1...;Изменение функционала под требования бизнес процессов компании (фин.блока, логистики, склада и продаж). - Анализ существующего кода, выявление, устранение ошибок. - ;"1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом";215;0.16666666666666666;1C;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54;17;Программист 1С / Разработчик 1С;5.0;2.0;NEK, Транспортно-экспедиторская компания;2019-12-10T15:04:33+0300;В крупную транспортно-логистическую Компанию под задачи проектов требуется Программист 1С/ Разработчик 1С Обязанности:  Поддержка и развития программ на платформе 1С Основные задачи проекта, стоящие перед специалистом: Разработка и поддержка логистических систем, финансовых систем, систем внутреннего учета. Интеграция систем.  Требования:  Опыт разработки приложений на платформе 1С от 3 лет Знание платформы на уровне  профессионала, опыт работы с основными механизмами платформы Пройденные курсы от 1С, как преимущество Желателен опыт работы в логистике. Коммуникабельность, умение понимать и/или объяснять проблему или решение Умение работать в команде, нацеленность на результат.  Условия:  Испытательный срок 3 месяца Оклад 100 000 net график работы с 9-18 обеды за счет работодателя мобильная связь ;  Испытательный срок 3 месяца Оклад 100 000 net график работы с 9-18 обеды за счет работодателя мобильная связь ;"Опыт разработки приложений на платформе 1С от 3 лет. Знание платформы на уровне &quot; профессионала&quot;, опыт работы с основными механизмами...";Поддержка и развития программ на платформе 1С. Основные задачи проекта, стоящие перед специалистом: Разработка и поддержка логистических систем, финансовых...;"1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом";217;0.3333333333333333;1C;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55;34;Программист 1C;5.0;3.0;МФК Займ Онлайн;2019-12-12T09:31:48+0300;"Pay P.S. - финтех компания, на рынке с 2012 года. Мы делаем финансовые услуги доступными. В данный момент наша платформа и сервисы вокруг нее позволяют получать денежные средства на покупку товаров и услуг за 5 минут. Сейчас мы активно ищем нового сотрудника, в нашу команду финансового управления, который будет осуществлять поддержку, администрирование и настройку конфигураций 1С. Что у нас есть:  Несколько сайтов с посещаемостью около 1 млн. посещений в месяц; Большое количество партнеров (телеком операторы, банки, интернет-магазины, онлайн кассы, собственный тревел проект); Молодая и динамичная команда выпускников НИУ ВШЭ, МГУ (мехмат/ВМК), МГТУ им. Баумана; Свой штат программистов (не 1С); Наша цель - сделать финансовые услуги доступными любому человеку за 1 клик.  Какие задачи предстоит решать Вам:  Поддержание работоспособности и развитие конфигураций на базе 1С 8.3; Обновление конфигураций; Техническая поддержка и консультирование пользователей (2 пользователя); Администрирование информационных баз 1С.  Что Вы получаете:  Достойный уровень мотивации (фикс+KPIs); Интересные задачи и реальные проекты с 1 дня работы; Возможность быстро реализовать любую толковую идею; Свободу от бюрократии и дресс-кода; Гибкое начало рабочего дня; Приятный, современный офис (15 минут от м. Динамо по красивейшему Петровскому парку); Полное соблюдение ТК РФ (белая заработная плата, социальные льготы и гарантии); Мы ведем активную корпоративную жизнь; Кофе/ Чай/ печеньки).  Что нам нужно от Вас:  Опыт разработки конфигураций на базе 1С 8.3 (бухгалтерия); Уверенное знание встроенного языка программирования 1С, знание особенностей платформы, сервера приложений, клиент-серверной модели работы 1С.  При отклике на вакансию, укажите в сопроводительном письме уровень ожидаемой заработной платы!";;Опыт разработки конфигураций на базе 1С 8.3 (бухгалтерия). Уверенное знание встроенного языка программирования 1С, знание особенностей платформы...;Несколько сайтов с посещаемостью около 1 млн. посещений в месяц. Большое количество партнеров (телеком операторы, банки, интернет-магазины, онлайн кассы...;"1С программирование; Обновление конфигурации 1С; 1C: Бухгалтерия";234;0.0;1C;1;0;1;0;0;0;1;0;1;0;0;0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56;42;Web-разработчик / Программист 1C-Битрикс;4.0;3.0;Vide Infra Group, г. Москва;2019-12-12T10:45:08+0300;"Требования: — Опыт работы с CMS 1С-Битрикс не менее 2-х лет;— Понимание принципов работы и устройства платформы 1С-Битрикс: API, компоненты, модули;— Опыт работы с git;— Опыт конфигурации веб-сервера (nginx, php, mysql) под Linux-like OS (навыки администрирования не требуются);— Хорошие знания PHP 5-7;— Базовые знания JS / jQuery / AJAX. Обязанности: — Создание промо-сайтов на платформе 1С-Битрикс: интеграция готового HTML/JS, написание собственных модулей, настройка и кастомизация модулей 1С-Битрикс;— Подготовка проекта к установке на сервер клиента;— Помощь администратору в конфигурации и безопасной настройке проекта на сервере клиента;— Поддержка существующих проектов. Условия работы: Постоянная удалённая работа, полная занятость. Необходимо открыть (после завершения тестового периода) или иметь готовое ИП. Немного о нас: Мы разрабатываем передовые сайты, выигрывающие престижные российские и международные награды за веб-дизайн. Примеры наших работ (лучше смотреть на десктопе): — k24moscow.ru— www.skazochniyles.ru— yesapart.com  ";;Опыт работы с CMS 1С-Битрикс не менее 2-х лет. — Понимание принципов работы и устройства платформы 1С...;Создание промо-сайтов на платформе 1С-Битрикс: интеграция готового HTML/JS, написание собственных модулей, настройка и кастомизация модулей 1...;"HTML; scss; es6; JavaScript; Gulp; webpack";242;0.0;1C;1;0;1;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
57;45;Программист 1С-Битрикс: Управление сайтом;4.0;4.0;Торговый Дом Нептун;2019-12-12T11:05:39+0300;"Интернет магазин TipTop-shop.ru на данный момент является одним из крупнейших поставщиков сантехники и мебели для ванных комнат по всей России. Кроме этого мы занимаемся светом, отопительными системами, являемся единственными представителями многих брендов, подготавливаем выпуск собственного бренда и готовимся менять вектор движения основного интернет-магазина в сторону маркета широкого профиля. Задачи:  Поддержка и развитие сайтов на платформе 1С-Битрикс Изменение шаблонов, логики под нужды СЕО специалистов Интеграция и доработка текущих решений по обмену данными с производителями (Различные импорты товаров) Перенос сайтов с imageCMS на платформу 1С-Битрикс Работа над проектами internet/intranet решений и систем электронной коммерции Документирование и оптимизация текущей кодовой базы Желание и способность принимать участие в проектировании решений и развитии продукта  Требования:  Опыт работы с интернет-магазинами на 1с-Битрикс Пройденные on-line курсы по продукту «1С-Битрикс: Управление сайтом» Понимание основ клиентской и серверной оптимизации Понимание принципов ООП  Большим плюсом будет:  Сданные экзамены по продукту «1С-Битрикс: Управление сайтом» Умение внедрения технологии Композитный сайт Исполнение стандартов PSR-2 Опыт работы с XML, JSON Знание Image CMS Опыт работы с интеграцией сторонних данных в 1С-Битрикс Понимание специфики горизонтального масштабирования web-проектов Базовые знания Linux (Git) Верстка (HTML 5, CSS)  Основной стек: PHP 7.2, MySQL, Bitrix; Условия:  Полный рабочий день в офисе с 9.00 до 18:00 (гибкость обговаривается); Работа в удобном и комфортном офисе Молодой и дружный коллектив; Стабильная своевременная оплата; Испытательный срок 1 месяц; Оформление в соответствии с ТК РФ  Уровень заработной платы зависит от опыта кандидата и обсуждается на собеседовании.";"  Полный рабочий день в офисе с 9.00 до 18:00 (гибкость обговаривается); Работа в удобном и комфортном офисе Молодой и дружный коллектив; Стабильная своевременная оплата; Испытательный срок 1 месяц; Оформление в соответствии с ТК РФ  Уровень заработной платы зависит от опыта кандидата и обсуждается на собеседовании.";Опыт работы с интернет-магазинами на 1с-Битрикс. Пройденные on-line курсы по продукту «1С-Битрикс: Управление сайтом». ;Поддержка и развитие сайтов на платформе 1С-Битрикс. Изменение шаблонов, логики под нужды СЕО специалистов. Интеграция и доработка текущих...;"Git; 1С-Битрикс; E-Commerce; Веб-программирование";245;0.0;1C;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
58;46;Программист 1С;5.0;3.0;Gulliver, Группа компаний;2019-12-12T13:41:51+0300;"Gulliver INTERNATIONAL - ведущая российская компания на рынке детских игрушек и одежды. Мы являемся эксклюзивными поставщиками игрушек мировых брендов, а так же имеем собственное производство оригинальных игрушек и детской одежды, под брендами: Gulliver и Button Blue. Продукцию компании ценят за высокое качество, уникальность и стиль. Наша профессиональная команда старается разработать неповторимый продукт, который высоко оценят и полюбят самые маленькие клиенты и их родители! В настоящий момент мы ищем в команду Программиста 1С.  Обязанности вакансии предполагают широкий спектр разнообразных и интересных задач:  Задачи на развитие функционала 1C ERP в части розницы, ОПТа, финансов и склада (согласно персонального плана задач в MS Project) Веб-сервисы и интеграция с e-commerce сайтами, CRM и API партнеров и контрагентов Интеграция с корп. порталом EDI и 1С документооборот Разработка функционала 1С:Розница 1.0, 1С ЗУП, 1С WMS Предусмотрены премии за участие в крупных проектах  Требования:  Хорошее знание принципов программирования и стандартов разработки на платформе 1С 8. Знание типовых конфигураций ЗУП, Бух 3.0, УТ 11, (желательно 1С:ERP)  Условия  Достойный уровень оплаты труда. Современный и комфортный офис, в шаговой доступности от м. Электрозаводская Оформление в соответствии с законодательством Российской Федерации (официальная заработная плата, своевременные выплаты, оплата больничных листов и отпусков) График работы 5/2 с 09:00 до 18:00; Корпоративные скидки на продукцию Холдинга (одежда, игрушки). Корпоративные скидки у партнёров компании.     ";;Хорошее знание принципов программирования и стандартов разработки на платформе 1С 8. Знание типовых конфигураций ЗУП, Бух 3.0, УТ...;Задачи на развитие функционала 1C ERP в части розницы, ОПТа, финансов и склада (согласно персонального плана задач в MS...;"1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом";246;0.0;1C;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59;50;Ведущий программист 1С;5.0;3.0;Мистраль алко;2019-12-09T10:51:01+0300;"Компания ООО Мистраль алко объявляет набор на вакантную должность Ведущий программист 1С. Приглашаем на работу активных, коммуникабельных и целеустремленных сотрудников. Обязанности:  Участие в реализации проекта внедрения бюджетирования, планирования и управленческой отчетности в 1С ERP (приветствуется); Переработка стандартной конфигурации под требования компании; Программирование в 1С; Проведение отладки конфигурации и обработок; Составление инструкции по работе с конфигурацией и оформление технической документации, дальнейшее сопровождение; Помощь пользователям в работе с программой 1С;  Требования:  Знание основных конфигураций 1С (ERP - приветствуется , Комплексная автоматизация - приветствуется), системы ЕГАИС, EDI, EDO (приветствуется); Аналогичный опыт работы (опыт внедрения 1С ERP)-приветствуется; Отличные знания языка 1С и приемов программирования; Знание предметной области (бюджетирования, планирования, управленческой отчетности); Знание английского языка - технический уровень; Ответственность, лояльность, усидчивость, организованность.  Условия:  График работы: Пн-Пт, 09.30-18.00; Оформление по ТК РФ; Полностью официальная заработная плата - оклад + премии; Компенсация питания; Медицинская страховка (ДМС); Компенсация фитнеса; Офис расположен в районе м. Кутузовская/МЦК Кутузовская ";"  График работы: Пн-Пт, 09.30-18.00; Оформление по ТК РФ; Полностью официальная заработная плата - оклад + премии; Компенсация питания; Медицинская страховка (ДМС); Компенсация фитнеса; Офис расположен в районе м. Кутузовская/МЦК Кутузовская ";Знание основных конфигураций 1С (ERP - приветствуется , Комплексная автоматизация - приветствуется), системы ЕГАИС, EDI, EDO (приветствуется). Аналогичный опыт работы (опыт внедрения...;Участие в реализации проекта внедрения бюджетирования, планирования и управленческой отчетности в 1С ERP (приветствуется). Переработка стандартной конфигурации под требования...;"1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом";250;0.5;1C;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
