;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; Git; ООП; C#; C/C++; C++; PostgreSQL;MS SQL; JavaScript; SQL; Transact-SQL; Linux; Разработка ПО; HTML; MS SQL Server;C#; Python; Assembler; Xilinx;Python;Схемотехника электронного оборудования;Другие навыки
24;74;Инженер-программист АСУ ТП;5.0;3.0;Фармсистемы;2019-12-10T11:07:21+0300;"Обязанности: Разработка электрических схем САУ в AutoCAD; Подбор комплектующих, составление спецификаций для заказа комплектующих; Организация работ по сборке шкафов управления, сборка шкафов управления; Программирование PLC и устройств HMI; Организация монтажа и монтаж САУ на объектах; Пуско-наладка разработанных установок и систем; Техническое обслуживание разработанных установок и систем Требования: Знание современных принципов автоматизации и построения САУ; Знание ПК - опытный пользователь. Знание программ Windows, AutoCAD; Желательно знание программ Siemens (STEP7 MicroWin, STEP7, WinCC flexible) и Mitsubishi (Alpha); Умение самостоятельно выполнять работы по сборке, монтажу и пуско-наладке САУ; Готовность к командировкам; Умение работать в трудовом коллективе. Условия: Режим работы с 08:00 до 17:00 Оплата проезда, столовая и парковка для автомобиля на территории работодателя"; Режим работы с 08:00 до 17:00 Оплата проезда, столовая и парковка для автомобиля на территории работодателя;Знание современных принципов автоматизации и построения САУ. Знание ПК - опытный пользователь. Знание программ Windows, AutoCAD. Желательно знание программ Siemens (STEP...;Разработка электрических схем САУ в AutoCAD. Подбор комплектующих, составление спецификаций для заказа комплектующих. Организация работ по сборке шкафов управления, сборка...;"Пользователь ПК; Автоматизация процессов; AutoCAD";174;0.3333333333333333;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
25;76;Senior Unity developer/ Unity-программист;6.0;3.0;GD Company;2019-12-10T14:01:16+0300;GD Company – это независимая игровая студия. Мы создаём мобильные многопользовательские игры и стремимся дарить нашим игрокам максимум удовольствия и радости. Наша команда - это опытные, сработавшиеся ребята, фанаты разработки игр. Наши основные проекты - 3D игры с PvP боями в режиме реального времени. Мы активно развиваемся и приглашаем в команду Unity 3D-программиста уровня senior  Текущие проекты:https://play.google.com/store/apps/details?id=com.gdcompany.deepwatershl=ruhttps://play.google.com/store/apps/details?id=com.gdcompany.robocars.shooterwarfarehl=en Задачи:  Реализация основных игровых механик. Создание клиент-серверной логики. Работа с Photon, создание плагинов.  Понадобится:   Опыт работы с Unity 3D   Желание работать в команде.   Пригодится:   Опыт работы с Photon Server, Git.   Опыт создания расширений для редактора Unity.   Опыт разработки мобильных проектов.   Опыт работы с Unity UI.   Мы предлагаем:  Достойную заработную плату. Офис в пешей доступности от метро. Комфортное рабочее место. Удобный гибкий график работы. Мягкий менеджмент по принципу свободы и доверия. Индивидуальный подход к каждому сотруднику. Совместные развлекательные мероприятия. Чай/ кофе/ сладости для сотрудников.  Просим прикреплять к резюме ссылки на законченные проекты.;  Достойную заработную плату. Офис в пешей доступности от метро. Комфортное рабочее место. Удобный гибкий график работы. Мягкий менеджмент по принципу свободы и доверия. Индивидуальный подход к каждому сотруднику. Совместные развлекательные мероприятия. Чай/ кофе/ сладости для сотрудников.  Просим прикреплять к резюме ссылки на законченные проекты.;Опыт работы с Unity 3D. Желание работать в команде. Опыт работы с Photon Server, Git. Опыт создания расширений для...;Реализация основных игровых механик. Создание клиент-серверной логики. Работа с Photon, создание плагинов.;"Unity; C#";176;0.3333333333333333;Другие разработчики;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
26;80;Ведущий инженер (Embedded-программист);5.0;3.0;Радар ММС;2019-12-12T09:24:16+0300;Обязанности:  Проектирование и разработка встраиваемого программного обеспечения микроконтроллеров и базовой компьютерной периферии, тестового ВПО Проектирование и разработка программных интерфейсов и протоколов информационного взаимодействия Разработка низкоуровневых протоколов синхронизации и обмена Участие в разработке алгоритмов программной реализации целевых задач Участие в создании программной документации  Требования:  Знание C, GCC, ASM и инструментов разработки (bash, git, gcc, make) Знание архитектуры ядра Linux Знание процессорных архитектур ARM, MIPS Опыт работы с последовательными интерфейсами GbE, USB, SPI, UART, I2C Опыт сопровождения объемного чужого кода  Условия:  Команда высокопрофессиональных разработчиков Уникальные и очень интересные задачи Возможности обучения в аспирантуре Все гарантии и льготы по трудовому законодательству Широкие возможности профессионального развития и самореализации Корпоративные мероприятия ;  Команда высокопрофессиональных разработчиков Уникальные и очень интересные задачи Возможности обучения в аспирантуре Все гарантии и льготы по трудовому законодательству Широкие возможности профессионального развития и самореализации Корпоративные мероприятия ;Знание C, GCC, ASM и инструментов разработки (bash, git, gcc, make). Знание архитектуры ядра Linux. Знание процессорных архитектур ARM, MIPS. ;Проектирование и разработка встраиваемого программного обеспечения микроконтроллеров и базовой компьютерной периферии, тестового ВПО. Проектирование и разработка программных интерфейсов и протоколов...;"Linux; Git; Bash; C/C++; Pascal";180;0.0;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
27;84;Программист-разработчик;5.0;3.0;Hi-Tech Security;2019-12-12T10:10:22+0300;"Кто мы: HI-TECH SECURITY — российская компания системный интегратор на рынке высоких технологий для обеспечения безопасности и контроля. Компания с 2005 года завоевала репутацию надежного партнера. В команде компании работают высокопрофессиональные специалисты. Кого мы ищем: Мы ищем коллегу, обладающего высокой работоспособностью, способного достигать высоких результатов. Профессиональная компетентность, лидерские качества и умение работать в команде - наши основные требования к соискателю. Мы ищем коллегу – программиста-разработчика, который сможет влиться в нашу команду Присылайте нам свое резюме, возможно Вы именно тот, кого мы ищем! Вам предстоит делать:  Разработка, тестирование и внедрение интеграционных решений с использованием различных API. Сопровождение существующих решений. Поддержка и модернизация существующих решений. Отладка и тестирование систем. Активное участие в проектировании и развитии продукта. Делать code review и много программировать самому. Создание технической документации.  Со своей стороны предлагаем: Возможность реализовать свой потенциал (доступны огромные производственные мощности).Применение знаний и навыков на реальном высокотехнологичном оборудовании. Мы готовы взять Вас в команду, если у Вас есть:  Законченное высшее техническое профессиональное образование. Хорошие знания C# и платформы .Net, опыт работы с Visual Studio. Опыт разработки приложений и служб под Windows (WinForms, WindowsServices). Знание принципов ООП и паттернов проектирования. Опыт многопоточного программирования, сетевого программирования. Опыт работы с СУБД (Microsoft SQL Server): умение проектировать базы данных, строить эффективные SQL запросы. Опыт установки и администрирования Windows и Linux. Технический английский. Желателен опыт работы в IT-компании. Умение работать в команде. Нацеленность на результат. Высокая скорость работы.  Приветствуется:  Знание основ электротехники. Знание языков и технологий REST, SOAP, XML, HTML, JavaScript, JSON, WebSocket, COM, OPC, WMI, Transact SQL, SQLite. Желание активно развиваться, инициативность.  Мы предлагаем:  Официальное трудоустройство по ТК РФ, оформление с первого дня, весь доход – официальный. Уровень заработной платы (белая) обсуждается в зависимости от опыта кандидата. Возможность обучения за счет компании. Благоприятные условия работы и очень дружный коллектив. Комфортный и современный офис, который расположен в районе метро Шоссе Энтузиастов и Авиамоторная, станции МЦК Шоссе Энтузиастов, хорошая транспортная доступность. Рабочее время с 09.30 до 18.00.  Что нужно сделать сейчас: В нескольких предложениях напишите, чем мы Вам интересны (Или почему Вы нам подходите; Или просто, покажите, что Вы интересный собеседник).Отсутствие сопроводительного письма - признак веерной рассылки резюме = устройства обычного сотрудника на первую попавшуюся работу. Нам кажется, что удачное сотрудничество начинается иначе, поэтому такие обращения мы игнорируем.";"  Официальное трудоустройство по ТК РФ, оформление с первого дня, весь доход – официальный. Уровень заработной платы (белая) обсуждается в зависимости от опыта кандидата. Возможность обучения за счет компании. Благоприятные условия работы и очень дружный коллектив. Комфортный и современный офис, который расположен в районе метро Шоссе Энтузиастов и Авиамоторная, станции МЦК Шоссе Энтузиастов, хорошая транспортная доступность. Рабочее время с 09.30 до 18.00.  Что нужно сделать сейчас: В нескольких предложениях напишите, чем мы Вам интересны (Или почему Вы нам подходите; Или просто, покажите, что Вы интересный собеседник).Отсутствие сопроводительного письма - признак веерной рассылки резюме = устройства обычного сотрудника на первую попавшуюся работу. Нам кажется, что удачное сотрудничество начинается иначе, поэтому такие обращения мы игнорируем.";Законченное высшее техническое профессиональное образование. Хорошие знания C# и платформы .Net, опыт работы с Visual Studio. Опыт разработки приложений и...;Разработка, тестирование и внедрение интеграционных решений с использованием различных API. Сопровождение существующих решений. Поддержка и модернизация существующих решений. ;"C#; Windows Forms; MS Visual Studio; MS SQL Server; SQLite; XML; HTML";184;0.0;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
28;93;Разработчик электронной техники, программист микроконтроллеров;4.0;3.0;Системы увлажнения;2019-12-10T12:01:47+0300;"ООО «Системы увлажнения» – это современная и быстро развивающаяся в сфере климатического оборудования компания. Основное направление нашей деятельности – поставка и обслуживание систем увлажнения воздуха для дома и офиса от ведущих мировых производителей. Компания ведет и ряд собственных перспективных разработок силами штата квалифицированных инженеров-разработчиков (на сегодня нас 4 человека). Производство и лаборатория находятся в Красногорске Московской области, 10 минут пешком от станции Красногорская диаметра МЦД-2 нового наземного метро. www.humidification.ru Сейчас мы расширяем наш коллектив и находимся в поисках инженера-разработчика электронной техники и программиста микроконтроллеров. Что предстоит делать: - принимать участие в разработке электронной части оборудования: схемотехника, разработка печатных плат, программирования микроконтроллеров и ПЛИС; - принимать участи в модернизации схемотехнических решений и ПО ранее выпущенного оборудования; - заниматься отладкой опытных образцов, проводить тесты и испытания; - разрабатывать документацию. Что мы ожидаем от кандидата: - высшее профильное образование; - опыт программирования радиоэлектронных устройств; - понимание схемотехники; - знание элементной базы; - технический английский (чтение); - приветствуются высокий балл по диплому, собственные исследования и разработки (в любой области). Что мы предлагаем: - заработная плата от 90 т.р. по результатам собеседования, возможность роста оплаты в дальнейшем; - полная занятость; - дружный молодой коллектив; - работа в Красногорске МО, станция Красногорская.";;высшее профильное образование. - опыт программирования радиоэлектронных устройств. - понимание схемотехники. - знание элементной базы. - технический английский (чтение). - приветствуются высокий балл по диплому...;принимать участие в разработке электронной части оборудования: схемотехника, разработка печатных плат, программирования микроконтроллеров и ПЛИС. - принимать участи в модернизации схемотехнических...;"Схемотехника электронного оборудования; Работа в команде; Пользователь ПК; C++; Altium Designer; Асинхронное программирование; Программирование микроконтроллеров; Программирование ПЛИС";193;0.3333333333333333;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
29;4;Ведущий инженер-программист;5.0;3.0;Группа компаний Мегион;2019-12-10T21:41:04+0300;"Обязанности:   разработка доп. процедур контроля данных и действий пользователя; разработка программного обеспечения на основе ТЗ, содержащего алгоритмы решения задач автоматизированной обработки информации в изделии и SCADA-системах, описание состава и структуры входной и выходной информации, описание пользовательского интерфейса, описание процедуры контроля данных и действий пользователя; выполнение программно-аппаратной отладки программного обеспечения; создание отчетов (выходных документов); осуществление сопровождения разработанного ПО, его корректировка по итогам тестирования.    Требования:   знание языков программирования: C,C++ , ассемблер; понимание принципов построения и функционирования цифровых интерфейсов: RS-422/485, CAN, EtherNet, МКИО по ГОСТ 52070 и др; знание основ методов и средств цифровой обработки сигналов; чтение и понимание работы электрических схем и функциональных узлов в объеме, необходимом для реализации программно-аппаратного сопряжения модулей и узлов.  Условия: --- Оплата по результатам собеседования; --- Отбор строго по резюме; --- Место работы: г. Воронеж  ";" --- Оплата по результатам собеседования; --- Отбор строго по резюме; --- Место работы: г. Воронеж  ";Знание языков программирования: C,C++ , ассемблер. Понимание принципов построения и функционирования цифровых интерфейсов: RS-422/485, CAN, EtherNet, МКИО по...;Разработка доп. процедур контроля данных и действий пользователя. Разработка программного обеспечения на основе ТЗ, содержащего алгоритмы решения задач автоматизированной обработки...;" Git; ООП; C#; C/C++; C++";204;0.16666666666666666;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;7;Бэкенд Разработчик Ruby on Rails;7.0;3.0;ВРЕМЯ;2019-12-11T20:36:59+0300;Требования: Опыт разработки Ruby/Ruby on Rails Понимание PostgreSQL Опыт работы с Redis Желателен но не обязателен опыт работы с GraphQL (GraphQL Ruby) Опыт тестирование rspec Уметь самостоятельно разворачивать, поддерживать и масштабировать серверные приложения Опыт с Docker (+Kuber) и базовое понимание контейнеризации Понимание работы Amazon AWS (EC2, S3, DynamoDB) Опыт работы с Вебсокетами (Anycable) Условия: Полный рабочий день 10:00 — 18:00; Полный рабочий день 10:00 — 18:00;Опыт разработки Ruby/Ruby on Rails. Понимание PostgreSQL. Опыт работы с Redis. Желателен но не обязателен опыт работы с GraphQL...;;"Redis; Ruby On Rails; PostgreSQL";207;0.0;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
31;21;Программист микроконтроллеров;5.0;3.0;Омникомм Технологии;2019-12-09T10:49:13+0300;ОБЯЗАННОСТИ:  разработка встроенного программного обеспечения для микроконтроллеров разработка описания, блок схем и алгоритма программ работа по повышению качества программного кода работа по выявлению и устранению ошибок в уже существующем коде  ТРЕБОВАНИЯ:  высшее профильное образование опыт разработки встроенного ПО для микроконтроллеров от 5 лет предпочтительно для устройств, предназначенных для эксплуатации на транспортном средстве (навигационные, терминалы, трекеры) знание современных микроконтроллеров разных семейств, Atmel, ST, NXP, Microchip опыт работы с микроконтроллерами семейства STM32F4ХХ обязателен от 2 лет знание TCP/IP стека опыт работы с GSM/GPS модулями (Реализация стабильных решений) опыт работы с протоколами JSON, Protobuff, CAN-J1939,CAN-J1979, ModBus, EGTS, 1-Wire знание систем контроля версий, систем управления задачами (баг-трекеров) умение работать в команде, коммуникабельность, самостоятельность, инициативность, мобильность, ответственность, нацеленность на результат  Будет плюсом:  опыт разработки ПО для микроконтроллера, для системы Платон опыт работы с LCD TFT опыт работы с RFID и NFC микросхемами умение писать прикладные утилиты для отладки встроенного ПО  МЫ ПРЕДЛАГАЕМ:  Достойная з/п, обсуждается с финальным кандидатом Интересные проекты Комфортный офис в Baker Plaza (в пешей доступности 3 станции метро: Савёловская, Менделеевская, Белорусская) Оформление по ТК РФ (полностью оплачиваемый отпуск и больничный) Возможность повышения квалификации за счет компании, тренинги, семинары ДМС после испытательного срока Курсы английского и испанского в офисе Тренировки по мини-футболу, частичная компенсация фитнеса ;;Высшее профильное образование. Опыт разработки встроенного ПО для микроконтроллеров от 5 лет предпочтительно для устройств, предназначенных для эксплуатации на транспортном...;Разработка встроенного программного обеспечения для микроконтроллеров. Разработка описания, блок схем и алгоритма программ. Работа по повышению качества программного кода. ;" Git; ООП; C#; C/C++; C++";221;0.5;Другие разработчики;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;22;Инженер-программист АСУ ТП;3.0;2.0;DSS Engineering;2019-12-12T10:39:40+0300;"Обязанности:  Разработка прикладного программного обеспечения для АСУ пищевых производств и холодильно-компрессорных агрегатов; Подготовка документации на программно-технические комплексы; Проведение пуско-наладочных работ.  Требования:  Опыт разработки ППО одной или нескольких системах:  BR  Automation Studio; Aprol.   Siemens Simatic:  TIA Portal V13; STEP 7 Professional; WinCC 7.x, WinCC Flexieble; PCS7.     Навыки работы с технической документацией и выполнения ПНР; Готовность к командировкам.  Условия:  График работы: 9.00-18.00; Оформление по ТК РФ; Уровень заработной платы обсуждается после положительного прохождения собеседования. ";"  График работы: 9.00-18.00; Оформление по ТК РФ; Уровень заработной платы обсуждается после положительного прохождения собеседования. ";"Опыт разработки ППО одной или нескольких системах: B&amp;R. Automation Studio. Aprol. Siemens Simatic: TIA Portal V13. ";Разработка прикладного программного обеспечения для АСУ пищевых производств и холодильно-компрессорных агрегатов. Подготовка документации на программно-технические комплексы. ;" Git; ООП; C#; C/C++; C++";222;0.0;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;24;Рендер программист;5.0;3.0;Enplex games;2019-12-10T19:34:18+0300;"Студия-разработчик игровых проектов, в связи с увеличением оборотов, приглашает присоединиться лучшего из лучших рендера. Создай свой уникальный футуристический онлайн-мир для миллионов игроков! Особенности MMO Survival Population Zero:   Вариативная социальная внутриигровая система, построенная на фракциях   Сложное поведение игровой фауны, живой мир, не зацикленный на игроке   Сюжет игры, раскрывающийся в окружении и квестах   Механики выживания и влияния окржающего мира на персонажа игры   Открытый мир большого размера без процедурной генерации   Технология: Unity3D/.Net. Платформа: PC   Обязанности, чем предстоит сделать:   Оптимизировать, развить и поддерживать существующий программный код.   Требования:   Опыт работы в разработке игр 3-6 лет, выпущенный проект.   отличное знание основ программирования графики   знание графической математики, алгоритмов и структур данных   опыт работы с DirectX и написания шейдеров   опыт оптимизации графических алгоритмов   Знание C#   Опыт работы с Unity3D   Знание 3D математики.   Понимание принципов ООП, знание паттернов проектирования, стандартных алгоритмов.   Опыт разработки клиентской части и понимание архитектуры клиент-серверных приложений.   Понимание принципов работы с 3D графикой.   Опыт работы с Git или иной системой контроля версий   Опыт написания и поддержки автоматических тестов/CI   Приветствуется:   Опыт работы с NGUI или uGUI   Понимание устройства системы анимации (mecanim, legacy, events);   Опыт работы с Editor extensions   Опыт работы с Asset bundles   Условия работы:   Полная занятость, 5/7;   Офис – 5 минут пешком от м. Маяковская;   Рабочий день с 11:00 до 20:00;   Оформление по ТК РФ;   Корпоративные обеды, сладко-фруктовые пятницы   Дружелюбный молодой коллектив разносторонне развитых технарей и гуманитариев, ориентированных на успех;   Сплоченная команда, построенная на принципах взаимоуважения и взаимовыручки;   Демократичное руководство и ясные коммуникации;   Возможность не только работать и зарабатывать, но и научиться чему-то новому.  ";;Опыт работы в разработке игр 3-6 лет, выпущенный проект. Отличное знание основ программирования графики. Знание графической математики, алгоритмов и...;Вариативная социальная внутриигровая система, построенная на фракциях. Сложное поведение игровой фауны, живой мир, не зацикленный на игроке. Сюжет игры, раскрывающийся...;"C#; ООП; Git; C++; Unity; 3D; DirectX";224;0.16666666666666666;Другие разработчики;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
34;32;Программист-разработчик систем машинного зрения;5.0;3.0;DSS Engineering;2019-12-11T11:56:36+0300;"Обязанности:  Разработка программного обеспечения для интеллектуальных систем машинного зрения; Подготовка документации на программное обеспечение и автоматизированные системы; Выполнение пусконаладочных работ; Участие в проведении испытаний.  Требования:  Опыт работы с Python и фреймворками машинного обучения (Keras/Pytorch либо Tensorflow); Знание библиотек Numpy, Scikit-learn; Опыт в построении моделей для машинного обучения и сбора статистики; Опыт в решении задач с использованием OpenCV; Опыт работы с MS SQL; Опыт разработки графических интерфейсов; Знание протокола TCP/IP; Дополнительно: Знание С/С++.  Условия:  График работы: 9.00-18.00; Оформление по ТК РФ; Уровень заработной платы обсуждается после положительного прохождения собеседования. ";"  График работы: 9.00-18.00; Оформление по ТК РФ; Уровень заработной платы обсуждается после положительного прохождения собеседования. ";Опыт работы с Python и фреймворками машинного обучения (Keras/Pytorch либо Tensorflow). Знание библиотек Numpy, Scikit-learn. Опыт в построении...;Разработка программного обеспечения для интеллектуальных систем машинного зрения. Подготовка документации на программное обеспечение и автоматизированные системы. Выполнение пусконаладочных работ. ;" Git; ООП; C#; C/C++; C++";232;0.16666666666666666;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;33;Разработчик(Машинное обучение);5.0;3.0;Софтлоджик Рус;2019-12-12T11:47:28+0300;Обязанности:  поддержка и доработка существующих проектов, а также участие в разработке новых  Требования:   уверенные знания Python  хорошие знания библиотек OpenCV/Scikit-learn опыт разработки модулей/приложений машинного зрения(распознавание образов/объектов, характеристик предмета, пересечение границ/зон и т.п.) - Данный навык является ключевым. При отклике на вакансию просьба сообщать о наличии данного навыка в сопроводительном письме.  базовые знания библиотек Tensorflow/keras или Caffe   опыт работы с CUDA   опыт работы с ОС семейства Linux, знание Bash/Unix shell   умение работать в команде   Не обязательно, но приветствуется:  знание C опыт параллельного и асинхронного программирования знание Docker, Git  Условия:  З/п в испытательный срок (2мес.) 100,000руб/мес, после испытательного срока 120,000руб/мес. Дальнейшее повышение по результатам ведения/выполнения проектов. Офис находится в 2 мин от метро Технопарк. Удаленная работа не рассматривается. ;  З/п в испытательный срок (2мес.) 100,000руб/мес, после испытательного срока 120,000руб/мес. Дальнейшее повышение по результатам ведения/выполнения проектов. Офис находится в 2 мин от метро Технопарк. Удаленная работа не рассматривается. ;Уверенные знания Python. Хорошие знания библиотек OpenCV/Scikit-learn. Опыт разработки модулей/приложений машинного зрения(распознавание образов/объектов, характеристик предмета...;Поддержка и доработка существующих проектов, а также участие в разработке новых.;"Python; Linux; Git; Tensorflow; OpenCV; Bash; C#; Keras; machine learning; Администрирование серверов Linux";233;0.0;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
36;48;Ведущий программист С (Си);5.0;3.0;Лаборатория Безопасных Систем;2019-12-11T11:02:46+0300;"Компания Advalange с 2015 года успешно работает в области разработки и верификации программного обеспечения для авиационной и медицинской промышленности. В связи с расширением штата в компании ищем новых членов команды, которые будут участвовать в проектах, связанных с самолетными системами. Что предстоит делать? Принимать участие в проектах по разработке ПО, верификации и сертификации для высококритичных самолетных систем. Что нам необходимо от кандидата?   Уверенное знание языка С (Си);   Опыт кодирования математических алгоритмов;   Опыт разработки низкоуровневого кода. Архитектуры PowerPC и ARM;   Опыт разработки драйверов периферии (CAN, A429 и др.);   Английский язык достаточный для написания технической документации (свободный английский будет большим преимуществом).   Будет плюсом, если у Вас есть:   Опыт разработки для операционных систем реального времени;   Опыт разработки bare-metal планировщиков и аналогичного функционала;   Опыт работы с требованиями к ПО;   Опыт тестирования на основе требований;   Опыт работы по строгим методологиям (авиация, медицина).   У нас комфортно работать:  Дружный коллектив единомышленников; Большая команда с выстроенными процессами разработки; Карьерный и профессиональный рост; Гибкий старт рабочего дня; Оформление по ТК РФ; Белая з/п (оклад по итогам собеседования в соответствии с Вашим опытом); Оплачиваемый отпуск и больничный + дополнительные 5 дней отдыха в году; Корпоративное обучение английскому языку за счет компании; В офисе всегда есть плюшки и вкусный кофе; Офис в 5-ти минутах ходьбы от станции метро Сокол. ";;Уверенное знание языка С (Си). Опыт кодирования математических алгоритмов. Опыт разработки низкоуровневого кода. Архитектуры PowerPC и ARM. Опыт разработки драйверов...;Принимать участие в проектах по разработке ПО, верификации и сертификации для высококритичных самолетных систем.;Уверенное знание языка С (Си);248;0.16666666666666666;Другие разработчики;1;0;0;0;1;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
