;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; SQL; C#; MS SQL;C++; Python; Oracle Pl/SQL; MS SQL Server;Разработка и сопровождение. Работа в команде над интересным проектом. Использование git, jira, pycharm, webstorm и других инструментов.; Java; PostgreSQL;C#; Git;разработка программного обеспечения для программируемого логического контроллера (PLC), для верхнего уровня (HMI – панели оператора, SCADA – системы). - участие в подготовке документации...;Компания специализируется на разработке и поставках комплексов и систем, предназначенных для определения технического состояния узлов роторного оборудования. Мы используем современные...;Участие в доработке системы в качестве консультанта SAP ABAP. Разработка и поддержка модулей SD, MM, FI, HR, CRM. ;Разработка, отладка и оптимизация программ в рамках проекта. Проведение функционального и интеграционного тестирования совместно с функциональными консультантами. Контроль продуктивного старта...;JavaScript;SQL; Математическое программирование; JavaScript;Другие навыки
97;84;Ведущий инженер-программист на станки с ЧПУ;2.0;2.0;Завод УРБО;2019-12-09T06:20:14+0300;  Филиал ООО Уралмаш Нефтегазовое Оборудование - ведущий машиностроительный завод по производству бурового нефтегазового оборудования приглашает на работу ведущего инженера-программиста на станки с ЧПУ     Обязанности: - Разработка и внедрение технологических процессов механообработки на оборудовании с ЧПУ на детали бурового оборудования.- Сопровождение в производстве технологических процессов механообработки.- Выбор и назначение инструмента.   Требования: - Знание процесса механообработки на механообрабатывающих станках.- Знание технических характеристик парка токарных, фрезерных, расточных станков.- Умение читать чертежи.- Знание технических характеристик станков с ЧПУ.- Знание программ: 1С8УП, Search, Autocad, ТеachCard |(желательно).- Знание стоек Sinumerik, Fanuk. Условия: -Трудоустройство согласно ТК РФ.-График работы с 8.00 до 17.00 ч-Заработная плата: оклад + премия по результатам работы (годовое премирование)-Полный соц.пакет-Полис ДМС  ; -Трудоустройство согласно ТК РФ.-График работы с 8.00 до 17.00 ч-Заработная плата: оклад + премия по результатам работы (годовое премирование)-Полный соц.пакет-Полис ДМС  ;"Знание процесса механообработки на механообрабатывающих станках. - Знание технических характеристик парка токарных, фрезерных, расточных станков. - Умение &quot;читать&quot; чертежи. - Знание технических характеристик...";Разработка и внедрение технологических процессов механообработки на оборудовании с ЧПУ на детали бурового оборудования. - Сопровождение в производстве технологических процессов механообработки. - ;;584;0.10344827586206896;Другие разработчики;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
98;86;Инженер-программист станков с ЧПУ;2.0;3.0;Калашников;2019-12-09T09:46:44+0300;Концерн «Калашников» – многопрофильный оборонный холдинг с двухвековой историей, специализирующийся на разработке и производстве боевых и гражданских комплексов. Продукция Концерна «Калашников» поставляется более чем в 30 стран, а на площадках концерна трудятся более 25 000 человек. Мы ищем квалифицированного специалиста в департамент главного технолога. Подразделение занимается технологической подготовкой и сопровождением производства при изготовлении продукции (стрелковое оружие, боеприпасы и специальное вооружение). В департаменте успешно внедряют IT технологии в части проектирования КД и ТД, передовые методы обработки материалов. Обязанности:  разработка управляющих программ для оборудования с ЧПУ (токарные. фрезерные, лазерные) разработка и внедрение технологических процессов механической обработки деталей составление технических заданий на проектирование приспособлений, оснастки и специального инструмента, предусмотренных технологией участие в контроле технологической дисциплины в цехах и правильной эксплуатацией технологического оборудования  Требования:  высшее техническое образование (машиностроение) опыт работы в разработке управляющих программ для станков с ЧПУ от 2-х лет знание технологии изготовления изделия опыт работы в CAD программах  Условия:  локация - г. Ижевск официальное оформление согласно ТК РФ расширенный социальный пакет (корпоративное питание, льготные путевки для детей, бесплатные медицинские услуги) большие возможности для карьерного развития и профессионального роста насыщенная корпоративная жизнь компенсация аренды жилья для иногородних на весь период работы  Присоединяйся к команде первоклассных специалистов!;  локация - г. Ижевск официальное оформление согласно ТК РФ расширенный социальный пакет (корпоративное питание, льготные путевки для детей, бесплатные медицинские услуги) большие возможности для карьерного развития и профессионального роста насыщенная корпоративная жизнь компенсация аренды жилья для иногородних на весь период работы  Присоединяйся к команде первоклассных специалистов!;Высшее техническое образование (машиностроение). Опыт работы в разработке управляющих программ для станков с ЧПУ от 2-х лет. ;Разработка управляющих программ для оборудования с ЧПУ (токарные. фрезерные, лазерные). Разработка и внедрение технологических процессов механической обработки деталей. ;;586;0.10344827586206896;Другие разработчики;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
99;92;Разработчик ЦФТ;2.0;3.0;ANCOR FinTech;2019-12-09T07:37:53+0300;"В дочернюю IT- компанию крупного Банка требуется Разработчик Oracle, PL/SQL Требования:  Знание и опыт разработки PL/SQL, SQL, Oracle Желание работать в команде Ответственное отношение к выпускаемому продукту.  Дополнительные преимущества:  Опыт разработки на PL+ Знание ЦФТ-Банк, платформы IBSO Опыт разработки банковского ПО Умение работать с системами контроля версий Знание принципов программирования для платформы 2МСА  Что предлагаем:  Уровень дохода зависит от ваших навыков и технических знаний; Премии. Не только по итогам года; Возможность развить профессиональную мускулатуру, работая вместе с профессионалами. Познакомиться с лучшими практиками. Возможность участвовать в развитии, предлагать идеи и технологии; Участвовать в мероприятиях для профессионального развития. Тренинги, учебные курсы; Удобное рабочее место с современной техникой; Компенсация занятий спортом; Оплата паркинга для автолюбителей, и Е-карта для пешеходов; Отличный офис с великолепным панорамным видом на город, кухней (фрукты, булки, чай, кофе прилагаются - как без глюкозы? ;)) и зонами релакса; Велопарковка, душ, кикер, теннисный стол, боксёрская груша :) и гимнастический станок; Отлаженные процессы. Минимум бюрократии; лояльный график рабочего дня. ";;Знание и опыт разработки PL/SQL, SQL, Oracle. Желание работать в команде. Ответственное отношение к выпускаемому продукту. Дополнительные преимущества: Опыт...;" SQL; C#; MS SQL;C++; Python";"Oracle Pl/SQL; SQL; PL/PLUS; IBSO";592;0.10344827586206896;Другие разработчики;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100;97;Разработчик-консультант SAP Success Factors (г.Ижевск);2.0;3.0;Комос Групп;2019-12-09T08:16:44+0300;"Обязанности:  Обеспечение 3-го уровня техподдержки по вопросам, инцидентам, заявкам на доработку и настройку ИС SAP SF Разработка технических заданий и их реализация на платформе SAP SF, ведение документации Реализация интеграционного взаимодействия на базе платформы SAP CPI (SCI/HCI) с существующими системами 1С и др. Работа с интеграционными потоками, администрирование очередей сообщений Оптимизация производительности корпоративной интеграционной шины на базе SAP CPI (SCI/HCI) Мониторинг ошибок, поиск причин и исправление ошибок в работе системы Разработка и поддержка интерфейсов для системы SAP CPI (SCI/HCI) Разработка мэппингов Java, XSLT, Message Mapping  Требования:  Высшее образование/ неоконченное высшее (желательно по специальностям: прикладная математика; вычислительные машины, комплексы, системы и сети; автоматизированные системы обработки информации и управления; программное обеспечение вычислительной техники и автоматизированных систем; математические методы в экономике) Опыт работы с SAP CPI или SAP PI/PO не менее 2 лет Опыт работы с шинами данных Опыт настройки различных адаптеров и протоколов (HTTPS, IDOC, ABAP Proxy, RFC, JDBC, SOAP, XI, File/FTP, JMS, OData) Опыт применения разных типов трансформации сообщений (XSLT, Java, Message Mapping) Опыт поддержки интеграционных сценариев (мониторинг сообщений, мониторинг компонентов SAP CPI или PI/PO) Знание Java на уровне Junior Желательно знание MS SQL и T-SQL Приветствуется знание языков ООП высокого уровня (С++, C#, Java, X++)  Условия:   Официальное трудоустройство и официальная заработная плата, работа в г.Ижевск   Конкурентоспособный уровень зарплаты, который обсуждается индивидуально (оклад+премии)   ДМС, абонемент в фитнес-клубы Атлантис   Возможность обучения, развития, карьерного и профессионального роста  ";   Официальное трудоустройство и официальная заработная плата, работа в г.Ижевск   Конкурентоспособный уровень зарплаты, который обсуждается индивидуально (оклад+премии)   ДМС, абонемент в фитнес-клубы Атлантис   Возможность обучения, развития, карьерного и профессионального роста  ;"Высшее образование/ неоконченное высшее (желательно по специальностям: прикладная математика; вычислительные машины, комплексы, системы и сети; автоматизированные системы обработки информации и...";Обеспечение 3-го уровня техподдержки по вопросам, инцидентам, заявкам на доработку и настройку ИС SAP SF. Разработка технических заданий и...;;597;0.10344827586206896;Другие разработчики;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
101;2;Программист;2.0;3.0;OmniLine;2019-12-06T07:11:37+0300;О нас: Мы помогаем нашим клиентам становиться лидерами в своих отраслях, повышать качество клиентского сервиса и уровень продаж за счет автоматизации процессов и внедрения лидирующих российских продуктов. Более 10 лет мы занимаемся автоматизацией бизнеса, внедряем контакт-центры, системы IP-телефонии, CRM и Service Desk системы. Автоматизируем продажи, сервис и коммуникации. За плечами несколько сотен проектов для крупных компании по всей России и СНГ. Среди наших клиентов торговые компании, операторы связи, сбытовые компании, сервисные компании, банки, интернет-магазины и другие компании, для которых высокий уровень клиентского сервиса является залогом успеха и лидерства. Мы активно развиваемся и постоянно находимся в поиске опытных профессионалов и начинающих амбициозных специалистов. Работая у нас вы получите возможность полностью реализовать свой потенциал и расти вместе с нами. Наши направления и вендоры: - Контакт-центры и IP-телефония (платформа Oktell) - CRM и Service Desk (платформа BPMOnline) - Чаты и чат-боты (Beesender, Oktell R2, Sherlock) Описание позиции: Программисты в нашей компании это прежде всего команда, нацеленная на решение нестандартных задач. Многие наши клиенты имеют свой штат программистов, но в проектах, которые мы реализуем, часто возникают задачи, которые требуют большей квалификации, навыков, другого мышления и подходов. Именно поэтому программисты важные участники команды внедрения, способные решать такие задачи. Обучение и карьера: Вы начинаете с позиции программиста. Погружаетесь в наши задачи, изучаете продукты, с которыми мы работаем. Далее проходите первую сертификацию на уровень Basic. С этого момента мы полноценно подключаем вас в проекты. Через решение задач и клиентских кейсов вы учитесь и нарабатываете опыт, который позволит вам сертифицироваться на уровень Advanсed и получить позицию ведущего программиста. Стек технологий: С#, SQL (основная работа MS SQL), JavaScript, JSON, XML (желательно WSDL, SOAP), Web-socket, REST API Обязанности: - Разработка нетиповых модулей для интеграции систем. Разработка модулей и конфигурация к программным продуктам   Требования:  хорошие знания C#, JavaScript желательно знание нотации BPMN обязательное знание SQL(начальный уровень) знание сетевых технологий TCP\IP, порты, маршруты и прочее приветствуется работа с Command Line (Windows), PowerShell, Bash SSH, FTP, TFTP, SMB умение работать с сертификатами и ключами шифрованиями личные качества: активность, ответственность, коммуникабельность, ориентация на результат, скрупулезность, умение работать в команде  Условия:  работа в дружном коллективе интересные задачи заработная плата по результатам собеседования и ожидания кандидатов: оклад + премии по результатам работы соц. пакет график пн-пт с 9.00 - 18.00 после трудоустройства проводится обучение ;Контакт-центры и IP-телефония (платформа Oktell). Хорошие знания C#, JavaScript. Желательно знание нотации BPMN. Обязательное знание SQL(начальный уровень). ;CRM и Service Desk (платформа BPMOnline). - Чаты и чат-боты (Beesender, Oktell R2, Sherlock). - Разработка нетиповых модулей для интеграции...;"JavaScript; C#; MS SQL; JSON API; SOAP; BPMN";  работа в дружном коллективе интересные задачи заработная плата по результатам собеседования и ожидания кандидатов: оклад + премии по результатам работы соц. пакет график пн-пт с 9.00 - 18.00 после трудоустройства проводится обучение ;602;0.20689655172413793;Другие разработчики;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
102;4;Программист UI;2.0;3.0;Targem Games;2019-12-06T08:20:57+0300;Миссия Targem Games - «Делать игры с удовольствием!». Игры для нас - больше чем работа. Нашу команду объединяет творческий подход к решению задач и высокая культура общения. Мы ищем талантливого программиста, который будет разделять нашу страсть к играм. Если вы делаете свою работу с максимальной отдачей, хотите работать в команде профессионалов и стремитесь к новым знаниям, то мы ищем именно вас!   У нашего кандидата есть:  Опыт программирования на C++. Опыт программирования на высокоуровневых скриптовых языках, таких как Lua, JavaScript или Python. Высокая обучаемость, желание осваивать новые технологии.    Бонусом будет:  Опыт разработки UI для web. Опыт создания модификаций для видео-игр. Знание базовых основ работы компьютерных подсистем (процессора, памяти, кешей и т.п.). Технический английский. Высшее техническое образование.    Чем вы будете заниматься:  Совместная работа с дизайнерами и другими программистами над созданием и улучшением пользовательского интерфейса онлайновой игры (программируя на C++ и Lua).    Работа в компании Targem Games - это:  Работа в крупнейшей компании-разработчике видеоигр на Урале. Разработка игр для современных платформ: PC, PS4, Xbox One, Linux, Android, VR и др. Творческая, демократичная обстановка, комфортные условия труда, регулярные корпоративные мероприятия. Уютный и современный офис недалеко от центра Екатеринбурга. Возможность профессионального роста. Оформление по ТК РФ, полный рабочий день с 10:00 до 19:00. Частичная компенсация питания, собственный тренажерный зал, при желании - частичная компенсация занятий в фитнес клубе Gymnasium.   ;Опыт программирования на C++. Опыт программирования на высокоуровневых скриптовых языках, таких как Lua, JavaScript или Python. Высокая обучаемость, желание осваивать...;Совместная работа с дизайнерами и другими <highlighttext>программистами</highlighttext> над созданием и улучшением пользовательского интерфейса онлайновой игры (программируя на C++ и Lua).;" SQL; C#; MS SQL;C++; Python";;604;0.20689655172413793;Другие разработчики;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
103;10;Сервер-сайд программист;2.0;3.0;Targem Games;2019-12-06T08:21:00+0300;Миссия Targem Games - «Делать игры с удовольствием!». Игры для нас - больше чем работа. Нашу команду объединяет творческий подход к решению задач и высокая культура общения. Мы ищем талантливого программиста, который будет разделять нашу страсть к играм. Если вы делаете свою работу с максимальной отдачей, хотите работать в команде профессионалов и стремитесь к новым знаниям, то мы ищем именно вас!   У нашего кандидата есть:  Знания C/C++ (большая часть кода на нем). Отсутствие страха перед JavaScript (front- и back-end), Python и любым другим более-менее популярным языком. Знакомство с SQL и NoSQL. Умение рассказать, что такое TCP/IP и HTTP. Представление об основах работы компьютерных подсистем (процессора, памяти, кэшей и т.п.). Хороший алгоритмический базис.    Бонусом будет:  Технический английский. Высшее техническое образование. Опыт web-разработки, разработки нагруженных систем. Понимание основ векторной алгебры (вектора, матрицы, скалярное/векторное произведение и т.п.).    Чем вы будете заниматься:  Создание и поддержка инструментов оперирования (как внешних, так и внутриигровых) и аналитики. Разработка и настройка инструментов мониторинга и аудита. Участие в дизайне, разработке и интеграции различных API: как in-house, так и от популярных сервис-провайдеров (Microsoft, Sony, Amazon, Google, Valve). Автоматизация и оптимизация развертывания.    Рассмотрим в том числе студентов последних курсов и начинающих программистов, обладающих всеми необходимыми нам навыками, но не имеющих большого практического опыта.   Что мы предлагаем:  Работа в крупнейшей компании-разработчике видеоигр на Урале. Разработка игр для современных платформ: PC, PS4, Xbox One, Linux, Android, VR и др. Творческая, демократичная обстановка, комфортные условия труда, регулярные корпоративные мероприятия. Уютный и современный офис недалеко от центра Екатеринбурга. Возможность профессионального роста. Оформление по ТК РФ, полный рабочий день с 10:00 до 19:00. Частичная компенсация питания, собственный тренажерный зал, при желании - частичная компенсация занятий в фитнес клубе Gymnasium.   ;Знания C/C++ (большая часть кода на нем). Отсутствие страха перед JavaScript (front- и back-end), Python и любым другим...;Создание и поддержка инструментов оперирования (как внешних, так и внутриигровых) и аналитики. Разработка и настройка инструментов мониторинга и аудита. ;" SQL; C#; MS SQL;C++; Python";;610;0.20689655172413793;Другие разработчики;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
104;14;SAP ABAP Solman разработчик;2.0;3.0;Атос АйТи Солюшенс энд Сервисез;2019-12-06T11:58:32+0300;"Обязанности:   Работа в проекте 3 уровня поддержки (работа над решением инцидентов, реализация запросов на изменения);     Возможно участие в проектах внедрения.   Требования:   Опыт работы c ABAP (+Solman) от 1 года;   Владение английским – и\или немецким - языком Pre Intermediate и выше;   Проактивность, ответственность.   Условия:  Возможность дистанционной/удаленной работы (home office); Компания предлагает стабильную и интересную работу, возможность профессионального развития; Предоставление дополнительных отпусков; Предоставление материальной помощи по особым случаям; Добровольное медицинское страхование (поликлиника, стоматология) - 100% компенсация для сотрудников компании; Компенсация питания сотрудника; Программа компенсаций занятий спортом; Программа награждения сотрудников за выдающиеся успехи. ";Опыт работы c ABAP (+Solman) от 1 года. Владение английским – и\или немецким - языком Pre Intermediate и выше. Проактивность, ответственность.;Работа в проекте 3 уровня поддержки (работа над решением инцидентов, реализация запросов на изменения). Возможно участие в проектах внедрения.;" SQL; C#; MS SQL;C++; Python";"  Возможность дистанционной/удаленной работы (home office); Компания предлагает стабильную и интересную работу, возможность профессионального развития; Предоставление дополнительных отпусков; Предоставление материальной помощи по особым случаям; Добровольное медицинское страхование (поликлиника, стоматология) - 100% компенсация для сотрудников компании; Компенсация питания сотрудника; Программа компенсаций занятий спортом; Программа награждения сотрудников за выдающиеся успехи. ";614;0.20689655172413793;Другие разработчики;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
105;22;Программист/системный администратор;2.0;3.0;Ка Уважение;2019-12-05T09:10:29+0300;Адрес: г. Екатеринбург, ул. 40-летия Комсомола Требования, знания к системному администратору: Excel, VBA, Power Query. Требования, знания к программисту: Office 365, Dynamics, SharePoint, рабочие процессы, электронный документооборот, 1С.Обеспечение бесперебойного функционирования офисных программ. Условия: официальное трудоустройство согласно ТК РФ, премии.;Требования, знания к системному администратору: Excel, VBA, Power Query. Требования, знания к <highlighttext>программисту</highlighttext>: Office 365, Dynamics, SharePoint, рабочие процессы, электронный...;Обеспечение бесперебойного функционирования офисных программ.;"MS SharePoint; Административная поддержка руководителя; Обеспечение жизнедеятельности офиса; Документооборот; Электронный документооборот"; официальное трудоустройство согласно ТК РФ, премии.;622;0.2413793103448276;Другие разработчики;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
106;26;Инженер (разработчик ППР);1.0;3.0;Подъемтранстехника, УРЦА;2019-12-05T14:36:46+0300;"Обязанности:   работка ,согласование и ведение проектов производства работ по монтажу грузоподъемный кранов и металлоконструкций;   разработка технологических карт на различные строительные и монтажные работы;   оформление конструкторской документации;   знание нормативной документации;   разработка и согласование проектов организации работ по ремонту и монтажу оборудования; выполнение работы своевременно в установленные сроки.   Требования:   знание нормативной документации;   выполнение работы своевременно в установленные сроки.   Условия:   Пятидневный график работы с 8.30 до 17.30  Официальное трудоустройство согласно ТК РФ стабильная «БЕЛАЯ» заработная плата оклад+премия. Полный соцпакет ( отпуска; больничные и т.д.) ";Знание нормативной документации. Выполнение работы своевременно в установленные сроки.;Работка ,согласование и ведение проектов производства работ по монтажу грузоподъемный кранов и металлоконструкций. Разработка технологических карт на различные строительные и...;Ведение документации;"   Пятидневный график работы с 8.30 до 17.30  Официальное трудоустройство согласно ТК РФ стабильная «БЕЛАЯ» заработная плата оклад+премия. Полный соцпакет ( отпуска; больничные и т.д.) ";626;0.2413793103448276;Другие разработчики;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
107;28;Инженер-программист;1.0;3.0;Энергомера, Концерн;2019-12-04T14:56:11+0300;"«Энергомера» ищет тебя Техническое образование открывает дороги. Нужна работа, но нет опыта? Выход есть! Мы считаем, что талантливых людей с высшим техническим образованием нельзя пропускать. А именно специалистов, способных покорять новые вершины. Мы – команда профессионалов ООО КИЭП «Энергомера» (корпоративного института электротехнического приборостроения Концерна «Энергомера»). Ежегодно мы занимаемся разработкой идей и проектированием широкого спектра электротехнической продукции. Заслугой КИЭП являются беспрерывные разработки, максимально востребованные в отрасли. Концерн «Энергомера» занимает лидирующие позиции на международном рынке электротехнической отрасли, и мы не намерены останавливаться на достигнутом. ИНЖЕНЕР-ПРОГРАММИСТ:  Тестирует программное обеспечение. Занимается подготовкой отчетной документации по результатам тестирования. Разрабатывает тестовое ПО (утилиты). В работе потребуются знания: языков программирования С/С++, С#, Java; знания SQL (умение формировать запросы).  МЫ ПРЕДЛАГАЕМ:  Стартовую позицию с уровнем заработной платы 25 000 р. Компенсацию затрат на переезд и проживание. Ежемесячную надбавку к заработной плате в размере 5 000 р. Интересные и нестандартные задачи. Корпоративное обучение. Профессиональный рост. Наставничество для новых сотрудников. Оформление по ТК РФ и полный социальный пакет. 100% белую заработную плату. График работы 5/2, сб, вс – выходной.  НАШИ ТРЕБОВАНИЯ К КАНДИДАТАМ:  Высшее техническое образование. Готовность к переезду в г. Ставрополь, г. Невинномысск.  Не упусти свой шанс. Начни карьеру в стабильной и крупной компании! Мы ждем твое резюме. «КИЭП Энергомера» ждет тебя в своей команде!";"Разрабатывает тестовое ПО (утилиты). В работе потребуются знания: языков программирования С/С++, С#, Java; знания SQL (умение формировать запросы). ";Тестирует программное обеспечение. Занимается подготовкой отчетной документации по результатам тестирования.;"SQL; MS SQL";;628;0.27586206896551724;Другие разработчики;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
108;33;Стажер-разработчик в Яндекс.Такси;2.0;3.0;Яндекс;2019-12-06T17:40:20+0300;"Основная цель службы фронтенд-разработки Яндекс.Такси — создавать и поддерживать удобный, узнаваемый и приятный пользовательский интерфейс, с помощью которого заказать такси, оставить отзыв о поездке и поделиться с друзьями промокодами станет еще проще. Мы ищем специалистов, которые умеют разрабатывать современные интерфейсы на JS, не боятся брать на себя инициативу и готовы работать над улучшением сервиса, которым пользуются сотни тысяч человек ежедневно.   Вы нам подходите, если у вас есть:  опыт работы с React; знание Node.js и ES6; отличное владение чистым JS; хорошее знание HTML/CSS; умение работать с GIT.    Кроме того, приветствуется:  опыт клиентской разработки для веба от одного года; опыт разработки под мобильные браузеры; знакомство с Unix-системами; опыт написания тестов (юнит- или интеграционных); опыт разработки на TypeScript.    Вам предстоит:  разработка интерфейсных компонентов (инфраструктура и веб-интерфейсы); разработка клиентской логики на JS; визуализация данных, дизайн, верстка; поддержка существующих сервисов (react, redux); работа над прототипами и интерфейсами для внутренних аналитических инструментов. ";Опыт работы с React. Знание Node.js и ES6. Отличное владение чистым JS. Хорошее знание HTML/CSS. Умение работать с...;Основная цель службы фронтенд-разработки Яндекс.Такси — создавать и поддерживать удобный, узнаваемый и приятный пользовательский интерфейс, с помощью которого заказать такси...;" SQL; C#; MS SQL;C++; Python";;633;0.20689655172413793;Другие разработчики;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
109;36;Разработчик на С;2.0;3.0;СкайДНС;2019-12-06T10:23:38+0300;"Компания SkyDNS приглашает на работу специалиста для разработки высоконагруженных сетевых решений. SkyDNS - ведущий российский разработчик и поставщик систем контент-фильтрации для операторов связи, органов власти, корпоративных клиентов и учебных заведений. Продукты и услуги компании успешно продаются на территории России, стран СНГ, США, Великобритании и других стран.   Обязанности:  Разработка проксирующего DNS-сервера; Разработка API категоризации доменов.    Требования:  Практический опыт разработки сетевого ПО на платформе Linux; Опыт разработки на языке C; Понимание принципов работы сетевых протоколов; Опыт работы с Git.    Плюсом будет:  Опыт промышленной разработки от 1 года; Наличие собственных проектов на GitHub.    Условия:  Полная занятость; Удобный офис в Пионерском районе (на Кулибина недалеко от ТЦ Современник); Возможность посещать мероприятия для профессионального развития; Большой и дружный коллектив; Возможность обучения английскому языку; Наличие обширной и пополняемой профессиональной библиотеки.   ";Практический опыт разработки сетевого ПО на платформе Linux. Опыт разработки на языке C. Понимание принципов работы сетевых протоколов. ;Разработка проксирующего DNS-сервера. Разработка API категоризации доменов.;" SQL; C#; MS SQL;C++; Python";"  Полная занятость; Удобный офис в Пионерском районе (на Кулибина недалеко от ТЦ Современник); Возможность посещать мероприятия для профессионального развития; Большой и дружный коллектив; Возможность обучения английскому языку; Наличие обширной и пополняемой профессиональной библиотеки.   ";636;0.20689655172413793;Другие разработчики;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
