;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;1С программирование; 1С программирование; 1С: Предприятие 8; 1С: Зарплата и управление персоналом; 1С: Управление Торговлей; 1С: Бухгалтерия; 1С: Управление Производственным Предприятием; 1С: Документооборот; 1С: Комплексная автоматизация; ERP-системы на базе 1С; SQL; Обновление конфигурации 1С; 1С: Розница; CSS;1С: Зарплата и управление персоналом;1С: Предприятие 8;1С: Бухгалтерия; Создание конфигурации 1С; 1C: Бухгалтерия; jQuery;Другие навыки
73;0;Программист 1С;3.0;3.0;Дц;2019-12-10T10:54:42+0300;"Обязанности:   Сопровождение и развитие типовых и не типовых информационных систем на платформе 1С: Предприятие 8.3;   Выполнение работ по техническим заданиям;   Участие в обсуждении вопросов по реализации проектов, поиск оптимальных вариантов решения задач;   Доработка и сопровождение существующих конфигураций 1С;   Разработка нестандартных решений на базе 1С;   Тестирование и наладка работы функциональных блоков 1С;   Консультирование и техническая поддержка пользователей;  Разработка инструкций.  Требования:  Высшее техническое образование; Опыт работы 1С: 8.2-8.3 (Торговля); Знание и опыт работы с СКД, БСП; Знание основных типовых конфигураций 1С на платформе 8.3 - УТ11, БП 3; Знание web и http – сервисов; Умение быстро разбираться в чужом коде; Знание и понимание принципов бухгалтерского, финансового, складского учета; Ответственность, организованность, умение работать на результат; Наличие сертификата 1С Специалист будет являться преимуществом.  Условия:  Заработная плата до 100 000 руб.; Дружный коллектив и насыщенная корпоративная жизнь. ";"  Заработная плата до 100 000 руб.; Дружный коллектив и насыщенная корпоративная жизнь. ";Высшее техническое образование. Опыт работы 1С: 8.2-8.3 (Торговля). Знание и опыт работы с СКД, БСП. ;"Сопровождение и развитие типовых и не типовых информационных систем на. Платформе &quot;1С: Предприятие 8.3&quot;. Выполнение работ по техническим...";;500;0.06896551724137931;1C;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
74;2;Программист 1С:ERP;3.0;3.0;ГК PRO;2019-12-10T15:15:54+0300;"Группа компаний «PRO» инвестиционная многопрофильная компания, объединяющая несколько крупных брендов, основанных на Урале – Кейтеринбург, Сервис 365, Агроном Грядкин, PROBUS, Производство напитков, Первая рыбная мануфактура. Компания Кейтеринбург занимается аутсорсингом общественного питания, т.е. предоставляет услуги по питанию сотрудникам той или иной компании. Мы работаем по трем направлениям:  социальные (школы, детские сады) индустриальные (производительные) бизнес направления (коммерческое направление СКБ, Сбербанк)  Мы предоставляем полный спектр обслуживания, начиная от оборудования и заканчивая персоналом и готовым продуктом.Компания существует на рынке 14 лет, за это время штат персонала составляет 3000 сотрудников, открыто 16 филиалов. 15 из которых находятся в РФ и 1 в Казахстане. Приглашаем в нашу команду Программиста!   Обязанности:  Участие в проектах разработки и внедрения; Обследование деятельности внутренних заказчиков, подготовка технических заданий; Разработка и модернизация продуктов 1C (УПП, ERP, ЗУП 3.0, Бухгалтерия, Документооборот), интеграция с различными информационными системами; Информационная поддержка пользователей программных продуктов 1C; Администрирование 1C.  Требования:  Высшее образование; Присутствие опыта работы от 1 года; Опыт разработки решений на платформе 1С 8.3 с нуля на обычных и управляемых формах. Знание языка запросов и СКД; Знание конфигураций 1C:УПП, 1C:ERP Знание прикладных областей (производство, торговая деятельность, складской учет, логистика, бухгалтерия) Опыт администрирования высоконагруженных систем, серверов 1C.  Условия:  Официальное трудоустройство с первого рабочего дня; График работы 5/2 с 09:00 до 18:00; 20% скидка на питание в корпоративном кафе; Пользование корпоративной библиотекой; Корпоративная мобильная связь; Бесплатное обучение на внутренних обучающих курсах компании; Компенсация частичной стоимости обучения на долгосрочных внешних профильных программах, программах повышения квалификации, программах MBA, после одного года работы в компании. Место работы в центральном офисе ГК «PRO» по адресу: г. Екатеринбург, ул. Ткачей, ";"  Официальное трудоустройство с первого рабочего дня; График работы 5/2 с 09:00 до 18:00; 20% скидка на питание в корпоративном кафе; Пользование корпоративной библиотекой; Корпоративная мобильная связь; Бесплатное обучение на внутренних обучающих курсах компании; Компенсация частичной стоимости обучения на долгосрочных внешних профильных программах, программах повышения квалификации, программах MBA, после одного года работы в компании. Место работы в центральном офисе ГК «PRO» по адресу: г. Екатеринбург, ул. Ткачей, ";"Высшее образование. Присутствие опыта работы от 1 года. Опыт разработки решений на платформе 1С 8.3 &quot;с нуля&quot; на...";Участие в проектах разработки и внедрения. Обследование деятельности внутренних заказчиков, подготовка технических заданий. Разработка и модернизация продуктов 1C (УПП...;"1С программирование; 1С: Зарплата и управление персоналом; 1С: Управление Производственным Предприятием; 1С: Бухгалтерия; 1С: Документооборот";502;0.06896551724137931;1C;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
75;7;Программист 1С (торговый холдинг);2.0;3.0;Покровский Пассаж;2019-12-10T08:11:30+0300;"В отдел Информационных Технологий требуется Программист 1С. Требования:  Опыт программирования и работы с платформой 1С от года; 1С Бухгалтерия, 1С Торговля.  Обязанности:  сопровождение программы 1С; оперативная поддержка пользователей; доработка инструментов 1С; внедрение решений 1С; поддержка серверов 1С.  Условия:  работа в крупной стабильной компании в центре города; пятидневная рабочая неделя, с 9-00 до 18-00; оклад 70 000 рублей.   ";"  работа в крупной стабильной компании в центре города; пятидневная рабочая неделя, с 9-00 до 18-00; оклад 70 000 рублей.   ";Опыт программирования и работы с платформой 1С от года. 1С Бухгалтерия, 1С Торговля.;Сопровождение программы 1С. Оперативная поддержка пользователей. Доработка инструментов 1С. Внедрение решений 1С. Поддержка серверов 1С.;"опыт программирования; 1С программирование; 1С: Комплексная автоматизация; 1С: Управление Производственным Предприятием; MS SQL Server; 1С: Торговля и склад; Управленческий учет";507;0.06896551724137931;1C;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
76;35;Ведущий программист 1С;5.0;3.0;Содружество, Группа компаний;2019-12-09T15:57:16+0300;"Группа компаний Содружество в связи с активным развитием приглашает на работу Программистов 1С !  Мы ищем профессионалов в своей сфере. Если Вы любите и умеете решать сложные задачи, хотите развиваться в сфере программирования и разработки 1С - отправляйте резюме! Вакансия доступна для кандидатов из других регионов. Группа компаний Содружество оказывает активную поддержку при переезде в Калининградскую область. Так же мы являемся участниками программы Повышения Трудовой Мобильности!   ОБЯЗАННОСТИ:  Разработка нового функционала или доработка имеющегося в корпоративных информационных системах на базе 1С:Предприятие 8.3:; Выполнение предпроектного исследования объекта автоматизации. ; Анализ и уточнение требований. Их формальное описание и регистрация. ; Оценка трудоемкости реализации требований. Календарное планирование разработки. ; Разработка, тестирование и отладка и рефакторинг программного кода на 1С:Предприятие 8.3. ; Внедрение программного кода в рабочую среду. Подготовка сборки для внедрения.; Разработка системы прав и полномочий пользователей. ; Интеграция 1С с другими информационными системами.; Документирование изменений в функционале системы.; Консультирование пользователей, по разрабатываемому функционалу.  ТРЕБОВАНИЯ:  Знания и навыки конфигурирования и программирования в среде 1С:Предприятие 8; Знание БСП, Конвертации данных 2.0 или 3.0; Навыки разработки сложных отчетов на СКД; Опыт работы в качестве программиста 1С с платформой 1С:Предприятие 8 от 2-х лет; Опыт участия в проектах разработки ПО от 1-го года; Умение коммуницировать с бизнес-заказчиком, нацеленность на удовлетворение требований бизнеса.    МЫ ГАРАНТИРУЕМ:  Стабильную и разноплановую загрузку в крупной международной компании. Возможности для профессионального и карьерного развития. Своевременную выплату КОНКУРЕНТНОЙ ЗАРАБОТНОЙ ПЛАТЫ. Оформление и ведение отношений в соответствии с ТК РФ. График работы пятидневная рабочая неделя с 9:00 до 18:00. Полный социальный пакет согласно ТК РФ. Обучение. Доставка служебным транспортом. РАБОТА В Г. КАЛИНИНГРАД!!!   ";;"Навыки разработки сложных отчетов на СКД. Опыт работы в качестве <highlighttext>программиста</highlighttext> 1С с платформой &quot;1С:Предприятие 8&quot; от...";"Разработка нового функционала или доработка имеющегося в корпоративных информационных системах на базе &quot;1С:Предприятие 8.3&quot;:. Выполнение предпроектного исследования...";;535;0.10344827586206896;1C;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
77;37;Программист 1С;3.0;3.0;Сеть клиник лазерной косметологии и пластической хирургии ЛИНЛАЙН;2019-12-09T09:28:03+0300;"Крупнейшая в Европе сеть клиник лазерной косметологии и пластической хирургии ЛИНЛАЙН приглашает профессионалов в свою команду Требования:- высшее образование;- опыт работы не менее 5-х лет;- знание платформы 1С версии 8.3;- знание бухгалтерского и управленческого учета, опыт работы с УПП 1.3, БП 3 и конвертацией данных- опыт работы с web-сервисами, http-сервисами, уверенное знание СКД- опыт работы с кассовым оборудованием (54-ФЗ)- желательно наличие необходимых сертификатов по работе с 1С;- умение разбираться в чужом коде- самостоятельность в решении поставленных задач Обязанности:- поддержка и доработка конфигурации УПП 1.3, внедрение БП 3, обмены;- поддержка и доработка нетиповых конфигураций;- интеграция со сторонними информационными системами;- поддержка и консультирование пользователей. Условия работы:- интересная работа в успешной команде профессионалов- неограниченные возможности для личного и профессионального роста и развития- работа в офисе в центре города по адресу: ул. Шейнкмана- пятидневная рабочая неделя с 10.00 до 18.00";;высшее образование. - опыт работы не менее 5-х лет. - знание платформы 1С версии 8.3. - знание бухгалтерского и управленческого...;поддержка и доработка конфигурации УПП 1.3, внедрение БП 3, обмены. - поддержка и доработка нетиповых конфигураций. - интеграция со сторонними информационными...;;537;0.10344827586206896;1C;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
78;38;Программист 1C;3.0;3.0;ГК Березовский привоз;2019-12-09T13:31:18+0300;"Если ты - талантливый гуру 1С, с легкостью работаешь с пользователями, устанавливаешь и настраиваешь учетные системы с закрытыми глазами! Дальше можешь не читать - просто нажми Откликнуться, т.к. мы ищем именно тебя! У тебя есть уникальная возможность построить карьеру и получить профессиональный рост в крупной стабильной компании. Группа компаний Березовский привоз - это крупнейший автомобильный комплекс, успешно работающий на автомобильном рынке УРФО более 20 лет. Мы оказываем комплексный спектр услуг для своих любимых клиентов: продажа, обмен, выкуп автомобилей и оказание сервисных услуг. Мы активно развиваемся, у нас грандиозные планы и нам нужны таланты, как бы банально это не звучало) В состав Группы компаний Берпривоз входит несколько дилерских автоцентров, сервисных центров, магазинов автозапчастей. И нам позарез нужен Программист 1С! Почувствовал вибрации в своей профессиональной душе? Скорее откликайся, нам нужен именно ты! Мы предлагаем:  интересные профессиональные задачи; достойную заработную плату, рассматриваем пожелания соискателей; заработная плата всегда во время; официальное трудоустройство; график работы: 5/2 с 9:00 до 18:00; место работы: г.Березовский;  Обязанности:  Администрирование и сопровождение учетных систем на базе 1С Участие в работе по разработке новых бизнес-процессов Настройка и техническая поддержка процессов электронного документооборота Аудит работы БД 1С. Выявление ошибок в работе пользователей. Анализ соответствия бизнес процессов функционалу БД 1С Установка, настройка и обновление учетных систем, системы электронного документооборота, и сопутствующих программ Формализация требований и пожеланий заказчиков в технические задания на создание или доработку ПО в рамках информационной системы Определение возможности оптимизации элементов действующей системы и целесообразность доработки бизнес-процессов.  Требования:  высшее образование (желательно техническое); наличие дополнительного образования и сертификатов 1С: Профессионал; опыт внедрения систем на платформе 1С 8.2; 8.3 от 3-х лет; умение работы с механизмами ролей в 1С; знание основ бухгалтерского учета; базовые навыки по работе с программным кодом 1С; опыт работы в техподдержке 1С; знание 1С ЗУП 3.1, 1С Бух 3.0, 1С:АА5 (будет плюсом), 1С Документооборот; опыт работы в автобизнесе и знакомство с программой Альфа-Авто будет вашим преимуществом; аналитический склад ума, стрессоустойчивость, исполнительность, желание и способность к саморазвитию и обучению. Преимуществом будут базовые знания: администрирования серверов 1С. AD. RDP  Ждем вас с радостным нетерпением!    ";"  интересные профессиональные задачи; достойную заработную плату, рассматриваем пожелания соискателей; заработная плата всегда во время; официальное трудоустройство; график работы: 5/2 с 9:00 до 18:00; место работы: г.Березовский;  Обязанности:  Администрирование и сопровождение учетных систем на базе 1С Участие в работе по разработке новых бизнес-процессов Настройка и техническая поддержка процессов электронного документооборота Аудит работы БД 1С. Выявление ошибок в работе пользователей. Анализ соответствия бизнес процессов функционалу БД 1С Установка, настройка и обновление учетных систем, системы электронного документооборота, и сопутствующих программ Формализация требований и пожеланий заказчиков в технические задания на создание или доработку ПО в рамках информационной системы Определение возможности оптимизации элементов действующей системы и целесообразность доработки бизнес-процессов.  Требования:  высшее образование (желательно техническое); наличие дополнительного образования и сертификатов 1С: Профессионал; опыт внедрения систем на платформе 1С 8.2; 8.3 от 3-х лет; умение работы с механизмами ролей в 1С; знание основ бухгалтерского учета; базовые навыки по работе с программным кодом 1С; опыт работы в техподдержке 1С; знание 1С ЗУП 3.1, 1С Бух 3.0, 1С:АА5 (будет плюсом), 1С Документооборот; опыт работы в автобизнесе и знакомство с программой Альфа-Авто будет вашим преимуществом; аналитический склад ума, стрессоустойчивость, исполнительность, желание и способность к саморазвитию и обучению. Преимуществом будут базовые знания: администрирования серверов 1С. AD. RDP  Ждем вас с радостным нетерпением!    ";"Высшее образование (желательно техническое). Наличие дополнительного образования и сертификатов &quot;1С: Профессионал&quot;. Опыт внедрения систем на платформе 1С 8...";Администрирование и сопровождение учетных систем на базе 1С. Участие в работе по разработке новых бизнес-процессов. Настройка и техническая...;"1С: Бухгалтерия; 1С: Зарплата и управление персоналом; Бухгалтерский учет";538;0.10344827586206896;1C;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
79;50;Ведущий программист 1С ERP;3.0;3.0;UDevelopment ;2019-12-09T07:24:18+0300;Компания Udevelopment ищет в свою команду профессионалов Ведущего программиста 1С ERP. Обязанности:  Непосредственное участие в проекте внедрения 1С ERP + Документооборот:  - разработка и изменение стандартного функционала программ - настройка обменов - оптимизация производительности - работа в команде разработчиков 2. Операционная деятельность: - поддержка, сопровождение и консультация пользователей по конфигурациям баз 1С: БП 3.0, ЗУП 3.1, Хеликс Фитнес - доработка конфигураций 1С под нужды заказчика (использование «расширений») - разработка отчетов и обработок - исправление и доработка обменов между БД - оперативный поиск и исправление ошибок пользователей Требования:  Высшее образование  Опыт программирования на платформе 1С 8 от 3 лет: - Управляемые формы - СКД - Конвертация данных 2-3 - Опыт разработки своих механизмов, подсистем или конфигураций  Понимание структуры объектов конфигуратора   Знание синтаксиса языка 1С   Общее понимание управленческого и бухгалтерского учета   Умение формировать рабочее ТЗ по поставленным задачам  Работа на результат, коммуникабельность, стрессоустойчивость, любознательность  Условия:  Официальное трудоустройство, соц. пакет согласно ТК РФ График работы 5/2 с 9:00 до 18:00 Комфортабельный офис в центре города, в шаговой доступности от метро Площадь 1905 года Стабильная заработная плата, в компании не бывает задержек. Готовы обсудить ожидания достойных кандидатов Возможность развиваться вместе с компанией ;  Официальное трудоустройство, соц. пакет согласно ТК РФ График работы 5/2 с 9:00 до 18:00 Комфортабельный офис в центре города, в шаговой доступности от метро Площадь 1905 года Стабильная заработная плата, в компании не бывает задержек. Готовы обсудить ожидания достойных кандидатов Возможность развиваться вместе с компанией ;Высшее образование. Опыт программирования на платформе 1С 8 от 3 лет: - Управляемые формы. - СКД. - Опыт разработки своих механизмов, подсистем...;настройка обменов. - оптимизация производительности. - работа в команде <highlighttext>разработчиков</highlighttext>. 2. Операционная деятельность: - поддержка, сопровождение и консультация пользователей по конфигурациям баз 1...;"1С: Документооборот; 1С: Управление предприятием; 1С: Бухгалтерия; 1С: Зарплата и управление персоналом";550;0.10344827586206896;1C;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
80;55;Ведущий программист 1С;4.0;3.0;Финансы и Право;2019-12-09T08:49:17+0300;"Приглашаем на постоянную работу Ведущего программиста 1С.Организация: крупное холдинговое предприятие.Направление деятельности: эксплуатация жилой недвижимости, коммунальные услуги. Обязанности:  разработка базы с нуля; доработка типовых конфигураций 1С (ЗУП , БП 2.0 БП 3.0); поиск и исправление ошибок в существующем программном коде; администрирование 1С; написание отчетов и обработок, СКД; конвертация данных; работа с торговым оборудованием; поддержка пользователей; решение проблемных вопросов, обучение, тех. документация.  Требования:  опыт работы от 1 года; знание основ кадрового, торгового и бухгалтерского учета; знание типовых конфигураций; понимание логики работы бизнес-процессов типовых конфигураций, в том числе УПП; владение языком запросов; внимательность, ответственность, обучаемость; дополнительным преимуществом будет: участие в проектах по разработке ERP – систем, наличие сертификатов 1С, умение работать с базами данных MSSQL (построение таблиц, написание запросов, хранимых процедур); понимание принципов ООП, шаблонов проектирования MVC, опыт в написании внешних компонент для 1С, знание других языков.  Условия:  трудоустройство в соответствии с ТК РФ; место работы – проезд Решетникова (Юго-Запад); график работы: 5/2 с 8:30 до 17:30, сб-вс выходные дни; комфортное рабочее место; заработная плата обсуждается на собеседовании (рассматриваются ожидания кандидатов).  Благодарим Вас за интерес, проявленный к нашей вакансии.Мы рассмотрим Ваше резюме в течение 5 дней с момента его получения. Если Ваш опыт работы и пожелания соответствуют требованиям и возможностям компании - мы свяжемся с Вами по указанным в резюме контактам.Отсутствие ответа в течение двух недель означает, что, к сожалению, на сегодня у нас нет подходящих вакансий. При этом Ваше резюме будет сохранено в нашей базе данных и если подходящая вакансия появится в последующем, мы предложим ее Вам для рассмотрения.";"  трудоустройство в соответствии с ТК РФ; место работы – проезд Решетникова (Юго-Запад); график работы: 5/2 с 8:30 до 17:30, сб-вс выходные дни; комфортное рабочее место; заработная плата обсуждается на собеседовании (рассматриваются ожидания кандидатов).  Благодарим Вас за интерес, проявленный к нашей вакансии.Мы рассмотрим Ваше резюме в течение 5 дней с момента его получения. Если Ваш опыт работы и пожелания соответствуют требованиям и возможностям компании - мы свяжемся с Вами по указанным в резюме контактам.Отсутствие ответа в течение двух недель означает, что, к сожалению, на сегодня у нас нет подходящих вакансий. При этом Ваше резюме будет сохранено в нашей базе данных и если подходящая вакансия появится в последующем, мы предложим ее Вам для рассмотрения.";Опыт работы от 1 года. Знание основ кадрового, торгового и бухгалтерского учета. Знание типовых конфигураций. Понимание логики работы бизнес-процессов...;Разработка базы с нуля. Доработка типовых конфигураций 1С (ЗУП , БП 2.0 БП 3.0). Поиск и исправление ошибок...;;555;0.10344827586206896;1C;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
81;57;Программист 1C (Юго-Западный район);2.0;3.0;Финансы и Право;2019-12-09T08:49:20+0300;"Приглашаем на постоянную работу Программиста 1С.Организация: крупное холдинговое предприятие.Направление деятельности: эксплуатация жилой недвижимости, коммунальные услуги. Обязанности:   доработка не типовой конфигурации на базе БП 2.0 БП 3.0 под нужды пользователей;   поиск и исправление ошибок в существующем программном коде;   поддержка пользователей;   написание отчетов и обработок, СКД.   Требования:   желательно наличие высшего образования(техническое либо экономическое);   опыт работы от полугода;   понимание основ бухгалтерского учета;   внимательность, ответственность, обучаемость.   Условия:  трудоустройство в соответствии с ТК РФ; офис в Юго-Западном районе (проезд Решетникова); компания предоставляет возможность профессионально расти (курсы, тренинги, семинары); комфортное рабочее место; заработная плата обсуждается на собеседовании (рассматриваются ожидания кандидатов). ";"  трудоустройство в соответствии с ТК РФ; офис в Юго-Западном районе (проезд Решетникова); компания предоставляет возможность профессионально расти (курсы, тренинги, семинары); комфортное рабочее место; заработная плата обсуждается на собеседовании (рассматриваются ожидания кандидатов). ";Желательно наличие высшего образования(техническое либо экономическое). Опыт работы от полугода. Понимание основ бухгалтерского учета. Внимательность, ответственность, обучаемость.;Доработка не типовой конфигурации на базе БП 2.0 БП 3.0 под нужды пользователей. Поиск и исправление ошибок в...;;557;0.10344827586206896;1C;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
82;59;Ведущий программист 1С;4.0;3.0;UDevelopment ;2019-12-09T07:24:14+0300;Компания Udevelopment ищет в свою команду профессионалов Ведущего программиста 1С. Обязанности:  Непосредственное участие в проекте внедрения 1С ERP + Документооборот:  - разработка и изменение стандартного функционала программ - настройка обменов - оптимизация производительности - работа в команде разработчиков 2. Операционная деятельность: - поддержка, сопровождение и консультация пользователей по конфигурациям баз 1С: БП 3.0, ЗУП 3.1, Хеликс Фитнес - доработка конфигураций 1С под нужды заказчика (использование «расширений») - разработка отчетов и обработок - исправление и доработка обменов между БД - оперативный поиск и исправление ошибок пользователей Требования:  Высшее образование  Опыт программирования на платформе 1С 8 от 3 лет: - Управляемые формы - СКД - Конвертация данных 2-3 - Опыт разработки своих механизмов, подсистем или конфигураций  Понимание структуры объектов конфигуратора   Знание синтаксиса языка 1С   Общее понимание управленческого и бухгалтерского учета   Умение формировать рабочее ТЗ по поставленным задачам  Работа на результат, коммуникабельность, стрессоустойчивость, любознательность  Условия:  Официальное трудоустройство, соц. пакет согласно ТК РФ График работы 5/2 с 9:00 до 18:00 Комфортабельный офис в центре города, в шаговой доступности от метро Площадь 1905 года Стабильная заработная плата, в компании не бывает задержек. Готовы обсудить ожидания достойных кандидатов Возможность развиваться вместе с компанией ;  Официальное трудоустройство, соц. пакет согласно ТК РФ График работы 5/2 с 9:00 до 18:00 Комфортабельный офис в центре города, в шаговой доступности от метро Площадь 1905 года Стабильная заработная плата, в компании не бывает задержек. Готовы обсудить ожидания достойных кандидатов Возможность развиваться вместе с компанией ;Высшее образование. Опыт программирования на платформе 1С 8 от 3 лет: - Управляемые формы. - СКД. - Опыт разработки своих механизмов, подсистем...;настройка обменов. - оптимизация производительности. - работа в команде <highlighttext>разработчиков</highlighttext>. 2. Операционная деятельность: - поддержка, сопровождение и консультация пользователей по конфигурациям баз 1...;"1С программирование; 1С: Зарплата и управление персоналом; 1С: Бухгалтерия; 1С: Документооборот; 1С: Предприятие 8; ERP";559;0.10344827586206896;1C;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
83;61;Разработчик 1 С;3.0;3.0;ЭнергосбыТ Плюс;2019-12-09T10:05:11+0300;Свердловский филиал АО «ЭнергосбыТ Плюс» является крупнейшей энергоснабжающей организацией, филиалом АО «ЭнергосбыТ Плюс» – объединенной энергосбытовой компанией Группы «Т Плюс», и имеет статус Гарантирующего поставщика электроэнергии на территории Свердловской области. Деятельность Свердловского филиала АО «ЭнергосбыТ Плюс» направлена на обеспечение качественного и бесперебойного тепло - и электроснабжения потребителей на территории Свердловской области. Приглашаем рассмотреть вакансию СПЕЦИАЛИСТА ПО СИСТЕМЕ 1 С Задачи:  Реализация подсистем / обработок/ отчетов для Корпоративных систем на платформе 1С Участие в разработке архитектуры Корпоративных систем на платформе 1С . Участие в задачах внедрения, сопровождения и развития Корпоративных систем на платформе 1С  Требования:  Высшее техническое образование Отличное знание языка 1 С  Мы предлагаем:  Официальное трудоустройство в соответствии с Трудовым Кодексом РФ, Достойный уровень заработной платы (оклад+ премия, полностью официальная), Дополнительное медицинское страхование, включая стоматологию, Дружный и профессиональный коллектив, с которым интересно развиваться, Обучение и помощь в период адаптации (наставничество, внутреннее корпоративное обучение), Интересные задачи и динамичный функционал, График работы: пятидневная рабочая неделя Место работы – Центр. ;  Официальное трудоустройство в соответствии с Трудовым Кодексом РФ, Достойный уровень заработной платы (оклад+ премия, полностью официальная), Дополнительное медицинское страхование, включая стоматологию, Дружный и профессиональный коллектив, с которым интересно развиваться, Обучение и помощь в период адаптации (наставничество, внутреннее корпоративное обучение), Интересные задачи и динамичный функционал, График работы: пятидневная рабочая неделя Место работы – Центр. ;Высшее техническое образование. Отличное знание языка 1 С.;Реализация подсистем / обработок/ отчетов для Корпоративных систем на платформе 1С. Участие в разработке архитектуры Корпоративных систем на платформе 1...;;561;0.10344827586206896;1C;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
