;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; Objective-C;iOS; Swift; Git; ООП; iOS;Objective-C; iOS SDK; JIRA; Rx; Unit Testing; swift;Работать в частично-распределенной команде: <highlighttext>разработчики</highlighttext>, UX/дизайнер(ы), QA, саппорт. Разрабатывать собственный продукт для массового рынка, проект написан на...;Руководство командой <highlighttext>разработчиков</highlighttext>. Организация процессов разработки, публикации и сопровождения мобильных приложений для iOS. Участие в проектах федерального масштаба на всех...;Разработка приложения ведется на Objective-C/Swift. В проекте используется CoreData для локального хранения данных. MVC, MVVM, VIPER. ;Поддержка и развитие основного В2В приложения Нмаркет.ПРО.;Доработка для клиентов новой версии мобильного мессенджера на iOS и SDK для него. Мы целиком и полностью за использование новых...;Разработка нового мобильного приложения под платформу iOS. Проектирование архитектуры приложений и сервисов. Взаимодействие с дизайнерами и тестировщиками. Проведение code review. ;Разработкой функционала. Рефакторинг. Апгрейд.;Вы получите возможность участвовать в развитии текущего проекта и станете важным участником команды. Вы будете оценивать задачи, обсуждать и решать...;Другие навыки
24;97;Middle iOS-developer;4.0;5.0;Тензор;2019-12-02T09:37:51+0300;"Систему СБИС придумали, создали и постоянно совершенствуют более 1500 разработчиков в 11 филиалах по стране. У нас есть фанаты дата-майнинга, эксперты в разработке кроссплатформенных приложений и высоконагруженных систем, разработчики мобильных, настольных и веб-приложений, специалисты по обработке, анализу и хранению больших массивов данных. Сейчас мы ищем iOS разработчиков способных реализовывать от идеи до “продакшна” крупные проекты по разработке приложений для внутренних коммуникаций и документоооборота, включающие переписку, видеозвонки, календарь и многое другое. Мы разрабатываем и поддерживаем собственные мобильные приложения для B2B и B2C, которыми пользуемся мы сами, а также большое число наших клиентов и обычных пользователей: через приложения СБИС можно совершать видео-звонки, обмениваться сообщениями и файлами, вести календарь, работать с задачами, заказывать еду в ресторанах и бронировать столики, записываться к мастерам салонов красоты и многое другое.Примеры приложений в App Store доступны в поиске по запросу СБИС. У нас четко выстроены процессы разработки, настроены CI/CD, пишутся UI и unit-тесты, применяется многомодульная архитектура, современный и проверенный стек технологий, вся разработка ведется на Swift 5. Вы наш идеальный кандидат, если вы:  отлично знакомы с языком Swift; хорошо владеете базовыми iOS фреймворками (UIKit, Foundation, CoreLocation); умеете верстать UI как из кода, так и с помощью XIB, StoryBoards; хорошо знакомы с GCD; понимаете архитектурные паттерны MVP, MVVM и VIPER; понимаете принципы SOLID, DI и основные паттерны проектирования; имеете опыт написания unit-тестов; имеете опыт работы с Git; можете читать техническую документацию на английском языке; хотите профессионально развиваться.  С нашей стороны мы предлагаем:  возможность получить опыт профессиональной разработки; интересную работу в квалифицированном коллективе и стабильной IT-компании; мощный iMac или Mac Mini последних поколений; официальное оформление; ежемесячные премии до 20%; ДМС, компенсация спорта/курсов английского языка; желающие смогут повысить и/или получить навыки работы с С++.   ";Отлично знакомы с языком Swift. Хорошо владеете базовыми iOS фреймворками (UIKit, Foundation, CoreLocation). Хорошо знакомы с GCD. Понимаете архитектурные паттерны...;Мы разрабатываем и поддерживаем собственные мобильные приложения для B2B и B2C, которыми пользуемся мы сами, а...;"iOS; Git; Objective-C; Mac Os";;697;0.3448275862068966;iOS;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
25;61;IOS developer (Middle, Senior);4.0;5.0;Удобные Решения;2019-11-26T08:19:11+0300;"Мы – компания «Удобные решения». Мы являемся разработчиками программных продуктов, мобильных приложений и сервисной компанией. Наша миссия – создавать для людей уютный быт. Мы растем и развиваемся уже более шести лет, с 2018 года являемся частью финской компании YIT. У нас есть два крутых продукта: • OICO мобильный бытовой помощник, который помогает людям просто и быстро решать свои ежедневные задачи, связанные с домом, а управляющим компаниям развиваться и увеличивать доход; • и Диспетчер 24 - контактный центр и электронные сервисы для управляющих компаний. В настоящее время мы ищем талантливого разработчика для решения интереснейших задач стоящих перед нашей молодой и дружной командой. Задачи, которые предстоит выполнять:  разработка и сопровождение приложения на iOS  Мы ожидаем от вас:  знание Swift 4; понимание принципов работы Swift Optional; умения использовать основные структуры данных; знание AutoLayout и Storyboard; знание Multithreading/GCD/NSOperationQueue; понимание архитектур VIPER, MVVM, MVP, Redux; знание и опыт применения принципов проектирования SOLID; знание основных шаблонов проектирования и опыт их применения; опыт работы c RxSwift, CoreData, Git; желателен, но необязателен опыт работы с фреймворками Swinject, SwinjectStoryboard, LightRoute.  Мы предлагаем:  конкурентоспособную заработную плату по результатам собеседования, мы рассматриваем ожидания успешных кандидатов; 100% белую заработную плату, с выплатами 2 раза в месяц; официальное трудоустройство по ТК РФ, полный соц пакет; уютный офис в центре города: ул. Розы Люксембург 69/2; молодой и дружелюбный коллектив, поддержку коллег и обучение за счет компании.  Наши преимущества:  минимум бюрократии; максимум демократии; работа над продуктом в стадии активного развития; постоянное взаимодействие с командой; возможность влиять на приоритеты задач; достойный оклад.  Что будет, после того, как мы получим Ваш отклик:  организационный телефонный разговор с HR; знакомство с кем-то из нашей команды разработчиков hangouts; тестовое задание на дом (на 1-2 дня, в удобное время); личная встреча с нашим CEO и TeamLead и решение в течение дня. ";Знание Swift 4. Понимание принципов работы Swift Optional. Умения использовать основные структуры данных. Знание AutoLayout и Storyboard. Знание Multithreading/GCD...;Разработка и сопровождение приложения на iOS.;" Objective-C;iOS; Swift; Git; ООП";"  конкурентоспособную заработную плату по результатам собеседования, мы рассматриваем ожидания успешных кандидатов; 100% белую заработную плату, с выплатами 2 раза в месяц; официальное трудоустройство по ТК РФ, полный соц пакет; уютный офис в центре города: ул. Розы Люксембург 69/2; молодой и дружелюбный коллектив, поддержку коллег и обучение за счет компании.  Наши преимущества:  минимум бюрократии; максимум демократии; работа над продуктом в стадии активного развития; постоянное взаимодействие с командой; возможность влиять на приоритеты задач; достойный оклад.  Что будет, после того, как мы получим Ваш отклик:  организационный телефонный разговор с HR; знакомство с кем-то из нашей команды разработчиков hangouts; тестовое задание на дом (на 1-2 дня, в удобное время); личная встреча с нашим CEO и TeamLead и решение в течение дня. ";761;0.5517241379310345;iOS;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;69;Разработчик мобильных приложений под iOS;3.0;5.0;Точка;2019-11-25T09:06:17+0300;Ищем крутого iOS разработчика, который любит вызовы и готов покорять сложный сервис. Каждый день мобильным приложением Точки пользуются сотни тысяч предпринимателей: они выставляют счета, переводят деньги контрагентам, выплачивают зарплату своим сотрудникам, и любые сбои становятся критичными. Тебе предстоит охранять бесперебойность бизнеса наших клиентов и совершенствовать приложение Точки. Что надо делать Ты будешь создавать лучший мобильный банк для предпринимателей — это подтверждают не только российские, но и международные награды. Проект по-настоящему масштабный, и ты сможешь выбрать продукт, который тебе будет по душе — инфраструктурный или финансовый, нацеленный на оценку рисков или расчёт налогов, а может быть, тебе интересно заниматься первой в России программой лояльности для предпринимателей. Ты подойдёшь, если   Понимаешь, как работают приложения на iOS.   Имеешь опыт коммерческой разработки на Swift   Умеешь делать интерфейсы с использованием чего-то ещё, кроме storyboard, а также с легкостью читаешь чужой код.   Что в Точке необычного   Точке нет начальников, отделов и должностных инструкций. Наша структура позволяет каждому брать ответственность при принятии решений и влиять на жизнь компании в режиме нон-стоп.   У нас нет бюрократии — разработчики моментально синхронизируются, а команды не тратят время на невнятные ТЗ.   В скорости релизов нам помогают методы Agile, а в прокачке сервисов — обратная связь от пользователей.   Если коротко, мы — большой банк, который объединяет в себе серьёзность финансовой организации, дух стартапа и душевность компании друзей. Какой будет Точка для тебя  Комфортная зарплата, которая оправдывает ожидания, медстраховка и всё, что обычно называют горами бесплатных печенек и кофе.  Удобный график: пятидневная рабочая неделя с гибким начало и окончанием рабочего дня.   Уютный офис в центре города, мягкие зоны в стиле коворкинга, бизнес-библиотека, тренажёрный зал и не только   Бесплатное обучение. Всячески способствуем развитию сотрудников, оплачиваем курсы и отправляем на конференции. Периодически митапимся и делимся опытом.   То самое чувство команды, которая летит впереди рынка и не перестаёт приятно удивлять своих клиентов. Кстати, посмотреть на людей, которые создают Точку, всегда можно в нашем инстаграме.   Мы не можем предложить вариант удалённого сотрудничества, зато у нас есть очень приятный релокационный пакет в столицу Урала :) Уже чувствуешь, что команда мечты рядом? Ты знаешь, что делать :);Понимаешь, как работают приложения на iOS. Имеешь опыт коммерческой разработки на Swift.;;" Objective-C;iOS; Swift; Git; ООП";;769;0.5862068965517241;iOS;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;6;IOS (Swift) разработчик;2.0;5.0;Сибекст;2019-12-12T10:21:54+0300;"Привет! Меня зовут Катя. Я - HR manager компании Sibext. В нашей компании есть отдел IOS разработки. Работы очень много и нам нужны люди! Но особенность нашей компании заключается в том, что мы ищем не сотрудников, нам нужны единомышленники. Мы вместе решаем за круглым столом как сделать наш продукт лучше, как решить сложные задачи, какое направление нам выбрать и какие технологии будут внедрены сегодня. Давай я расскажу немного о нас и вакансии IOS разработчика. Мы ИТ компания, на рынке с 2013 года, находимся в Технопарке, есть офис в Новосибирске! Мы ориентированный на зарубежный рынок, работаем с заказчиками из Австралии и Европы. Сейчас работаем над одним большим проектом «Умный дом». Основная задача – разработка ПО для управления системами жизнеобеспечения дома через мобильные устройства. Наш стек технологий для IOS: Что мы ждем от тебя: - уверенные знания и опыт работы с Swift, Storyboard; - знакомство с Objective-C;  - английский язык на уровне чтения технической документации; - готовность к работе в команде. Будут плюсом: - знания и опыт работы с C/C++, xCode У нас есть корпоративный английский в понедельник и пятницу в рабочее время! Внешнее обучение тоже есть, про это можем поговорить на собеседовании. Мотивацию пересматриваем каждые 6 месяцев. Мы предлагаем:   удовольствие от работы над интересным проектом в компании увлеченных профессионалов;   официальное трудоустройство, соц. пакет, стабильная з/п;   дополнительное обучение по специализации;   гибкий график;   2 офиса: в Академгородке (Технопарк) и в Новосибирске (Инская) рядом с метро Речной вокзал.  ";уверенные знания и опыт работы с Swift, Storyboard. - знакомство с Objective-C. - английский язык на уровне чтения технической документации. - ;;"Swift; Objective-C; C/C++; Storyboard";"   удовольствие от работы над интересным проектом в компании увлеченных профессионалов;   официальное трудоустройство, соц. пакет, стабильная з/п;   дополнительное обучение по специализации;   гибкий график;   2 офиса: в Академгородке (Технопарк) и в Новосибирске (Инская) рядом с метро Речной вокзал.  ";806;0.0;iOS;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
28;28;IOS разработчик;3.0;4.0;Dankolab;2019-12-10T10:55:00+0300;"Dankolab - компания разработчик мобильных игр и приложений из Новосибирска. В связи с увеличением команды ищем опытного IOS-разработчика. Вам предстоит:   Заниматься проектированием и разработкой приложений, а также решать интересные задачи;   Работать в команде с iOS и backend разработчиками, аналитиками и тестировщиками;   Поддерживать и развивать существующие проекты;   Мы ждем от Вас:   Хорошее знание Swift/Objective-C;   Понимание принципов ООП;   Работа с Git;   Знание Foundation, UIKit, Core Animation;   Знание и понимание GCD(QOS);   Желание обучаться;   Будет плюсом:   Понимание iOS guidelines;   Опыт работы с Alamofire, RxSwift;   Опыт разработки по git-flow;   Умение писать понятный и качественный код;   Умение применять паттерны программирования;   Ссылки на завершенные приложения в AppStore;   Работа в Dankolab - это:   Работа в компании полного цикла;   Рабочий день в рамках: 9:00 – 18:00; 10:00 – 19:00 или 11:00 – 20:00 на Ваш выбор;   Интересные проекты‚ творческая атмосфера в коллективе;   Уютный офис в центре города, где Вас ждут вкусный кофе/чай, снеки и другие плюшки;   Стабильная заработная плата;   Возможность карьерного и финансового роста.  ";Хорошее знание Swift/Objective-C. Понимание принципов ООП. Работа с Git. Знание Foundation, UIKit, Core Animation. Знание и понимание GCD...;Заниматься проектированием и разработкой приложений, а также решать интересные задачи. Работать в команде с iOS и backend <highlighttext>разработчиками</highlighttext>, аналитиками и...;"Objective-C; iOS; Swift; ООП; Git; Foundation; UIKit; Core Animation; GCD(QOS); Alamofire; RxSwift";;828;0.06896551724137931;iOS;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
29;1;IOS разработчик;3.0;4.0;ANCOR FinTech;2019-12-12T07:26:01+0300;Наш клиент, компания с рынка ФинТек, ищет в свою команду iOS разработчика в связи с расширением команды и открытием офиса в Новосибирске. Обязанности:  Писать на Swift (никакого Objective-C) Разрабатывать новый функционал приложений Дорабатывать и поддерживать существующий функционал приложений  Требования:  Опыт разработки под IOS от года Уверенное знание Swift, iOS SDK, XCode Знание форматов XML, JSON Умение работать с системой контроля версий Знание классических алгоритмов и структур данных Желателен опыт реализации собственных проектов под IOS Способность руководить командой и ставить задачи (teamlead) Стремление повышать собственный уровень профессиональной квалификации Знание технического английского языка  Условия:  Заработная плата, которая будет радовать (уровень дохода зависит от ваших навыков и технических знаний). Премии (не только по итогам года). Даем простор в развитии «профессиональной мускулатуры», предлагая работу вместе с профессионалами. Мы можем доверить вам участие в развитии наших продуктов, возможность предлагать идеи и технологии. Предлагаем возможность участия в мероприятиях для профессионального развития. Конференции, тренинги, учебные курсы. Обустроим для вас удобное рабочее место с современной техникой. Компенсируем занятия спортом. Минимум бюрократии.  Буду рада ответить на ваши вопросы=);Опыт разработки под IOS от года. Уверенное знание Swift, iOS SDK, XCode. Знание форматов XML, JSON. Умение работать с системой...;Писать на Swift (никакого Objective-C). Разрабатывать новый функционал приложений. Дорабатывать и поддерживать существующий функционал приложений.;" Objective-C;iOS; Swift; Git; ООП";  Заработная плата, которая будет радовать (уровень дохода зависит от ваших навыков и технических знаний). Премии (не только по итогам года). Даем простор в развитии «профессиональной мускулатуры», предлагая работу вместе с профессионалами. Мы можем доверить вам участие в развитии наших продуктов, возможность предлагать идеи и технологии. Предлагаем возможность участия в мероприятиях для профессионального развития. Конференции, тренинги, учебные курсы. Обустроим для вас удобное рабочее место с современной техникой. Компенсируем занятия спортом. Минимум бюрократии.  Буду рада ответить на ваши вопросы=);901;0.0;iOS;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;19;Разработчик Яндекс.Музыки (iOS);3.0;4.0;Яндекс;2019-12-12T08:12:35+0300;"Установив на смартфон Яндекс.Музыку, пользователи получают миллионы альбомов, персональные рекомендации и возможность каждый день открывать для себя новую музыку. У нас множество планов по развитию приложения, и для их реализации нам нужен еще один талантливый iOS-разработчик. Мы ищем не просто сильного программиста, а человека, который не боится отстаивать свое мнение, готов сам придумывать новые возможности и активно развивать многомиллионный музыкальный сервис. Требования:   знание Swift и Objective-С; знание системных фреймворков iOS и гайдлайнов Apple; опыт разработки под iOS; опыт работы с git; знание классических алгоритмов и структур данных.  Плюсом будут:   опыт работы с реляционными СУБД; умение писать тесты; знакомство с функциональным стилем программирования.  Условия:  белая зарплата и регулярное повышение по результатам performance review; просторный и современный офис - можно работать в Академгородке или в городе; ДМС, пожалуй, лучший на рынке: для сотрудников бесплатный, для членов семьи - Яндекс компенсирует 80% стоимости страхового полиса; компенсация питания в ближайших к офису кафе и ресторанах; беспроцентная ссуда на покупку или ремонт квартиры; частичная компенсация обучения иностранному языку; поездки на специализированные конференции в качестве как слушателей, так и докладчиков; сильная команда специалистов, с которой можно расти. ";Знание Swift и Objective-С. Знание системных фреймворков iOS и гайдлайнов Apple. Опыт разработки под iOS. Опыт работы с git. ;Поездки на специализированные конференции в качестве как слушателей, так и докладчиков.;"iOS; Objective-C; Swift";"  белая зарплата и регулярное повышение по результатам performance review; просторный и современный офис - можно работать в Академгородке или в городе; ДМС, пожалуй, лучший на рынке: для сотрудников бесплатный, для членов семьи - Яндекс компенсирует 80% стоимости страхового полиса; компенсация питания в ближайших к офису кафе и ресторанах; беспроцентная ссуда на покупку или ремонт квартиры; частичная компенсация обучения иностранному языку; поездки на специализированные конференции в качестве как слушателей, так и докладчиков; сильная команда специалистов, с которой можно расти. ";919;0.0;iOS;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;44;IOS Developer;3.0;4.0;Технологика;2019-12-12T05:05:46+0300;В команду мобильной разработки требуется iOS разработчик (Swift). В число проектов входят такие крупные проекты как:  Система для поддержки рекрутинга атлетов в спортивные команды Uber-like сервис предоставления услуг  Вам предстоит:  участие в проектировании и создании архитектуры разработка (как UI, так и логики) взаимодействие с iOS командой и смежными командами (Android + Backend)  Необходимые навыки и опыт:  опыт разработки под iOS не менее 2 лет знание и понимание принципов и шаблонов объектно-ориентированного дизайна знание стандартных фрэймворков опыт работы с Git базовые знания HTML, XML, JavaScript, JSON, SQL  Плюсом будут:  опыт работы по Agile опыт командной разработки опыт использования кроссплатформенных фрэймворков, в частности React Native. опыт работы с профайлером Instruments опыт разработки под другие мобильные платформы  Технологика – компания, специализирующаяся на разработке бизнес-приложений для западного и российского рынков с использованием передовых технологий. Мы работаем с такими компаниями, как Microsoft, IBM, American Airlines, Delta Airllines, Samsung, Philip Morris, БКС, МДМ Банк, ЕВРАЗ, ММК, Алроса. Мы предлагаем:  гибкий график работы возможность профессионального и карьерного роста просторный офис и рабочая обстановка, способствующие спокойной, творческой работе обучение и сертификация за счет Компании четырехнедельный оплачиваемый отпуск, оплата больничных и другие гарантии согласно ТК РФ ДМС оплата занятий спортом   ;Опыт разработки под iOS не менее 2 лет. Знание и понимание принципов и шаблонов объектно-ориентированного дизайна. Знание стандартных фрэймворков. ;Система для поддержки рекрутинга атлетов в спортивные команды. Uber-like сервис предоставления услуг. Участие в проектировании и создании архитектуры. ;"iOS; Objective-C; Git";  гибкий график работы возможность профессионального и карьерного роста просторный офис и рабочая обстановка, способствующие спокойной, творческой работе обучение и сертификация за счет Компании четырехнедельный оплачиваемый отпуск, оплата больничных и другие гарантии согласно ТК РФ ДМС оплата занятий спортом   ;944;0.0;iOS;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;79;IOS-разработчик;3.0;4.0;SurfStudio;2019-12-11T11:03:32+0300;О нас: Мы создаем мобильные приложения и искусственный интеллект для крупных брендов. Главное для нас — человеческие отношения в команде и с заказчиком.Мы входим в Топ-10 компаний мобильных разработчиков в стране. У нас больше 100 реализованных проектов. Лучше всего разбираемся в интернет-магазинах, мобильном банкинге, продаже медиа-контента. С нами работают KFC, Магнит, Додо Пицца, golamago, Лабиринт, Зенит, Яндекс и многие другие. Стек типичного проекта: Инструменты и технологии : Swift 5+, SwiftLint, SwiftGen, Generamba, fastlane, Jira, Bitbucket, NodeKit, SurfMVP + SOA и др Что нужно делать: — Разрабатывать с нуля приложения, а также дорабатывать и поддерживать уже существующие— Разбираться в чужом коде и писать свой, исходя из стандартов, принятых в компании— Проектировать фичи и оценивать объем работ Что нужно от тебя: — Опыт коммерческой разработки под iOS от 2 лет— Умение писать чистый и аккуратный код, который легко поддерживать— Работать вместе с командой для достижения общего результата— Предлагать технические и аргументированные решения— Технический английский Будет плюсом: — Опыт создания сложных анимаций— Знание и опыт работы с многопоточностью в iOS: GCD/OperationQueue— Понимание архитектур и опыт проектирования— Опыт написания Unit-тестов— Опыт работы с актуальными и новыми SDK от Apple Условия работы: — Возможность удаленной работы из любой точки планеты и гибкий график— Официальное трудоустройство по ТК РФ— Достойная заработная плата (оговаривается с успешным кандидатом индивидуально и растёт вместе с его квалификацией)— Команда профессионалов и совместная работа в интересных проектах— Обучение и развитие: поездки на конференции (как слушателем, так и спикером), внутреннии лекции, профессиональные курсы, стажировка, возможность сертификации— Отсутствие бюрократии и застоя, хорошо автоматизированные процессы: Jira, Slack, CI/CD, регулярные собрания отделов для обмена опытом— Бонусы и проектные премии— Совместные походы, поездки, вечеринки и просмотры сериалов в классной компании;Что нужно от тебя: — Опыт коммерческой разработки под iOS от 2 лет. — Умение писать чистый и аккуратный код, который легко...;Разрабатывать с нуля приложения, а также дорабатывать и поддерживать уже существующие. — Разбираться в чужом коде и писать свой, исходя из...;"iOS; Objective-C; Swift";;979;0.034482758620689655;iOS;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;98;IOS developer;3.0;3.0;АйТи Мегастар;2019-12-11T10:01:50+0300;"О нас: Megastar — команда из более чем 50 специалистов, которая знает как делать IT/digital - продукты, предназначенные как для широкой, так и узкоспециализированной аудитории. Лидеры внутренних команд компании — истинные профессионалы, контролирующие выполнение задач и отвечающие за здравый смысл в разработке. К каждой задаче мы относимся как к продукту, думая не только о её прямом выполнении, но и стараемся заложить собственную экспертизу, в том числе и в её постановку. Мы делаем всё от нас зависящее, чтобы определить реальные цели наших партнеров и достичь их оптимальным способом.Наши ключевые ценности- компетентность, ответственность, гибкость и клиентоориентированность. В связи с расширением, приглашаем в нашу команду iOS developer. Мы предлагаем:  оформление по ТК РФ; гибкий график; команды профессионалов, искренне заинтересованных в развитии проектов, с продуктовым подходом; интересные проекты различной сложности; возможность профессионального и карьерного роста до Team/Tech Lead; достойный уровень заработной платы (обсуждается на собеседовании); безлимит чай, кофе, печеньки,корпоративы; удобная парковка с большим количеством парковочных мест; комфортные, стильные офисы в Новосибирске и Академгородке.    Пожелания к будущему сотруднику: -опыт разработки iOS, желательно бизнес-приложений от 1 года; -знание Swift;  опыт разработки приложений под IOS (Swift, Objective-C) от 1 года; наличие готовых проектов; умение работать с CoreDate; понимание Cocoa Pods; опыт работы с системами контроля версий SVN, Git; знание и опыт применения: UIKit, AVFoundation, AutoLayout (знаете, что такое Constraints, Constraint Priorities, Adaptive Layout) и хорошо если уметее верстать в Interface Builder; понимание ООП, принципов работы HTTP, базовые знания SQL; опыт работы в команде; английский на уровне чтения технической документации (pre-intermediate).    С чем предстоит работать:  разработкой мобильных приложений под IOS; разработкой новых и доработкой существующих мобильных приложений; участвовать в разработке проектной документации; работать в тесном взаимодействии с командой серверной разработки.  Даже если Вы не нашли какой -то пункт у себя в резюме, мы все равно будем рады познакомиться и рассмотреть Вашу кандидатуру, поэтому смело откликайтесь, даем обратную связь! В случае, если мы не ответили Вам в течение 14 календарных дней, значит мы пока не можем предложить Вам дальнейшее взаимодействие и сотрудничество. Но! Мы сохраняем отклик на перспективу, на будущие проекты. «Отправляя резюме на данную вакансию, Вы тем самым подтверждаете свое согласие на сбор, систематизацию, накопление, хранение, уточнение, использование, передачу, обезличивание, блокирование, уничтожение своих персональных данных в соответствии с п.3 ч.1 ст.3 Федерального закона от 27.07.2006г № 152-ФЗ «О персональных данных».";Опыт разработки приложений под IOS (Swift, Objective-C) от 1 года. Наличие готовых проектов. Умение работать с CoreDate. ;Разработкой мобильных приложений под IOS. Разработкой новых и доработкой существующих мобильных приложений. Участвовать в разработке проектной документации. Работать в тесном...;" Objective-C;iOS; Swift; Git; ООП";"  оформление по ТК РФ; гибкий график; команды профессионалов, искренне заинтересованных в развитии проектов, с продуктовым подходом; интересные проекты различной сложности; возможность профессионального и карьерного роста до Team/Tech Lead; достойный уровень заработной платы (обсуждается на собеседовании); безлимит чай, кофе, печеньки,корпоративы; удобная парковка с большим количеством парковочных мест; комфортные, стильные офисы в Новосибирске и Академгородке.    Пожелания к будущему сотруднику: -опыт разработки iOS, желательно бизнес-приложений от 1 года; -знание Swift;  опыт разработки приложений под IOS (Swift, Objective-C) от 1 года; наличие готовых проектов; умение работать с CoreDate; понимание Cocoa Pods; опыт работы с системами контроля версий SVN, Git; знание и опыт применения: UIKit, AVFoundation, AutoLayout (знаете, что такое Constraints, Constraint Priorities, Adaptive Layout) и хорошо если уметее верстать в Interface Builder; понимание ООП, принципов работы HTTP, базовые знания SQL; опыт работы в команде; английский на уровне чтения технической документации (pre-intermediate).    С чем предстоит работать:  разработкой мобильных приложений под IOS; разработкой новых и доработкой существующих мобильных приложений; участвовать в разработке проектной документации; работать в тесном взаимодействии с командой серверной разработки.  Даже если Вы не нашли какой -то пункт у себя в резюме, мы все равно будем рады познакомиться и рассмотреть Вашу кандидатуру, поэтому смело откликайтесь, даем обратную связь! В случае, если мы не ответили Вам в течение 14 календарных дней, значит мы пока не можем предложить Вам дальнейшее взаимодействие и сотрудничество. Но! Мы сохраняем отклик на перспективу, на будущие проекты. «Отправляя резюме на данную вакансию, Вы тем самым подтверждаете свое согласие на сбор, систематизацию, накопление, хранение, уточнение, использование, передачу, обезличивание, блокирование, уничтожение своих персональных данных в соответствии с п.3 ч.1 ст.3 Федерального закона от 27.07.2006г № 152-ФЗ «О персональных данных».";998;0.034482758620689655;iOS;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
